ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_69Years,x70_79Years,x80_Years,Country,Dose
"March 28, 2021",0,5143,125970,66242,326404,235973,408972,Greece,First
"April 4, 2021",0,6572,144583,86339,383568,381963,428571,Greece,First
"April 11, 2021",0,7718,162001,104165,464170,518955,457582,Greece,First
"April 18, 2021",0,9123,184627,142421,559129,619666,481115,Greece,First
"April 25, 2021",0,9748,255752,174455,592555,641803,486824,Greece,First
"May 2, 2021",0,10537,364446,289484,617656,650755,490155,Greece,First
"May 9, 2021",0,11658,456864,445487,645507,661948,494363,Greece,First
"May 16, 2021",0,13188,573387,584551,733780,700128,502709,Greece,First
"May 23, 2021",0,15166,683594,690847,824093,731909,512230,Greece,First
"May 30, 2021",0,17305,850035,794597,878772,754702,520777,Greece,First
"June 6, 2021",25,18607,1006882,840516,899919,764708,525288,Greece,First
"June 13, 2021",37,31492,1180845,873564,914830,771900,529142,Greece,First
"June 20, 2021",53,45576,1290927,900660,927226,778008,532508,Greece,First
"June 27, 2021",81,79950,1432254,930866,943013,785899,536859,Greece,First
"July 4, 2021",113,143559,1553530,953655,956016,791996,540407,Greece,First
"July 11, 2021",313,178908,1636643,972643,966265,796881,543858,Greece,First
"July 18, 2021",16154,209774,1705544,988349,974760,800981,546721,Greece,First
"July 25, 2021",27002,229225,1746740,997797,979787,803382,548494,Greece,First
"August 1, 2021",41097,243977,1777853,1005305,983433,805168,549800,Greece,First
"August 8, 2021",49010,250549,1792674,1009214,985299,806029,550455,Greece,First
"August 15, 2021",62634,259437,1814924,1015144,988029,807281,551483,Greece,First
"August 22, 2021",81145,274818,1854939,1024854,992074,809011,552717,Greece,First
"August 29, 2021",81145,274818,1854939,1024854,992074,809011,552717,Greece,First
"December 20, 2020",0,19,647,278,118,31,2,Hungary,First
"December 27, 2020",0,286,6423,3020,1565,503,76,Hungary,First
"January 3, 2021",0,2461,32271,18668,10944,4676,2795,Hungary,First
"January 10, 2021",0,5855,54220,30898,18745,8232,4914,Hungary,First
"January 17, 2021",0,8267,64493,35580,21810,9434,5177,Hungary,First
"January 24, 2021",0,11841,91580,52713,35457,19930,22507,Hungary,First
"January 31, 2021",0,13069,96759,55101,36882,20810,57332,Hungary,First
"February 7, 2021",0,13486,103009,71332,38684,28343,83590,Hungary,First
"February 14, 2021",0,15569,115696,92448,53227,48051,109665,Hungary,First
"February 21, 2021",0,16449,135959,123002,123666,143562,151823,Hungary,First
"February 28, 2021",0,17409,147902,142571,226450,288898,193950,Hungary,First
"March 7, 2021",0,21621,203352,193275,323969,391566,224932,Hungary,First
"March 14, 2021",0,25442,234211,210090,415152,475760,247912,Hungary,First
"March 21, 2021",0,28885,272585,238285,569370,564562,265176,Hungary,First
"March 28, 2021",0,36905,408257,352137,691848,616367,279128,Hungary,First
"April 4, 2021",0,59280,688570,495245,758936,636247,285588,Hungary,First
"April 11, 2021",0,79783,882288,560741,810132,658157,294526,Hungary,First
"April 18, 2021",0,97812,1053755,624735,859459,679913,303650,Hungary,First
"April 25, 2021",0,167464,1343748,681253,888860,690990,308818,Hungary,First
"May 2, 2021",0,197482,1478640,710715,903051,696880,311546,Hungary,First
"May 9, 2021",78548,229386,1616973,742934,922095,704850,314984,Hungary,First
"May 16, 2021",106091,280239,1806401,784711,947822,715575,318893,Hungary,First
"May 23, 2021",111577,295092,1862532,799384,957074,719391,320534,Hungary,First
"May 30, 2021",117822,308949,1913653,813082,965925,723216,322061,Hungary,First
"June 6, 2021",122191,318470,1948604,822829,972157,726113,323260,Hungary,First
"June 13, 2021",142142,324903,1970470,828685,975602,727673,323928,Hungary,First
"June 20, 2021",162569,329720,1986286,832702,978163,728841,324381,Hungary,First
"June 27, 2021",177861,332800,1997278,835517,980115,729669,324743,Hungary,First
"July 4, 2021",189488,334880,2005984,838045,981749,730440,325031,Hungary,First
"July 11, 2021",199006,336635,2013968,840587,983497,731164,325415,Hungary,First
"July 18, 2021",206397,338065,2021063,842972,985059,731845,325721,Hungary,First
"July 25, 2021",213569,339689,2028679,845418,986509,732471,326037,Hungary,First
"August 1, 2021",219729,341309,2035877,847881,987934,733131,326429,Hungary,First
"August 8, 2021",225681,343050,2044792,851084,989997,734165,327059,Hungary,First
"August 15, 2021",230022,344315,2051663,853507,991820,735081,327654,Hungary,First
"August 22, 2021",236174,346180,2061154,856843,994089,736301,328403,Hungary,First
"August 29, 2021",236174,346180,2061154,856843,994089,736301,328403,Hungary,First
"December 27, 2020",0,88,1471,351,106,9,9,Republic of Ireland,First
"January 3, 2021",3,2812,31068,11017,4300,396,804,Republic of Ireland,First
"January 10, 2021",16,5270,53651,21276,9781,2582,6576,Republic of Ireland,First
"January 17, 2021",46,7408,70561,29151,14797,6215,17159,Republic of Ireland,First
"January 24, 2021",47,7773,73925,30445,16126,7122,17486,Republic of Ireland,First
"January 31, 2021",52,8409,78805,32361,17035,7333,17812,Republic of Ireland,First
"February 7, 2021",54,9918,92185,38630,20586,8832,19889,Republic of Ireland,First
"February 14, 2021",58,12446,105539,44415,23615,9714,36062,Republic of Ireland,First
"February 21, 2021",69,15877,125598,53219,28623,13844,73886,Republic of Ireland,First
"February 28, 2021",78,18452,141184,60031,33285,23656,113337,Republic of Ireland,First
"March 7, 2021",92,21634,159008,68111,38914,33428,146514,Republic of Ireland,First
"March 14, 2021",109,22124,160977,69195,40443,53036,167928,Republic of Ireland,First
"March 21, 2021",255,25616,178991,78546,49216,94623,173733,Republic of Ireland,First
"March 28, 2021",365,29199,195261,87068,58753,140631,177249,Republic of Ireland,First
"April 4, 2021",426,31970,208544,95607,69710,191234,178615,Republic of Ireland,First
"April 11, 2021",504,32627,214320,100727,84844,273739,179649,Republic of Ireland,First
"April 18, 2021",1351,34427,228614,115468,147559,324565,180320,Republic of Ireland,First
"April 25, 2021",1519,38248,259247,144968,235717,334801,180771,Republic of Ireland,First
"May 2, 2021",2047,42418,290702,173388,362911,337238,181054,Republic of Ireland,First
"May 9, 2021",2671,46513,319073,286101,433734,338838,181239,Republic of Ireland,First
"May 16, 2021",3390,51567,357503,425466,448334,339709,181350,Republic of Ireland,First
"May 23, 2021",4059,58028,452490,478959,455437,340340,181466,Republic of Ireland,First
"May 30, 2021",4746,64432,580671,493108,458534,340796,181565,Republic of Ireland,First
"June 6, 2021",5291,69920,716583,500764,460577,341110,181624,Republic of Ireland,First
"June 13, 2021",6568,75390,796098,503804,461815,341403,181685,Republic of Ireland,First
"June 20, 2021",7221,81930,886885,505557,462731,341608,181714,Republic of Ireland,First
"June 27, 2021",7883,89177,993760,507078,463529,341743,181742,Republic of Ireland,First
"July 4, 2021",8799,99216,1080368,509141,464768,341914,181790,Republic of Ireland,First
"July 11, 2021",10080,110656,1196480,511043,465787,342076,181840,Republic of Ireland,First
"July 18, 2021",12112,151391,1325937,512821,466656,342191,181893,Republic of Ireland,First
"July 25, 2021",36538,214873,1372665,514345,467458,342314,181950,Republic of Ireland,First
"August 1, 2021",73890,243711,1397764,515758,468210,342466,181991,Republic of Ireland,First
"August 8, 2021",124757,252584,1409994,516532,468583,342550,182025,Republic of Ireland,First
"August 15, 2021",190866,258379,1419551,517297,469034,342641,182068,Republic of Ireland,First
"August 22, 2021",238230,264437,1429949,518133,469471,342742,182111,Republic of Ireland,First
"August 29, 2021",243386,265558,1431890,518285,469559,342765,182120,Republic of Ireland,First
"December 20, 2020",0,84,3171,2176,1467,128,195,Italy,First
"December 27, 2020",11,1679,59439,35432,20256,2117,5594,Italy,First
"January 3, 2021",41,14652,299068,186073,116618,16706,35359,Italy,First
"January 10, 2021",130,36964,512062,318248,196638,41791,101905,Italy,First
"January 17, 2021",160,41294,558881,345962,213527,50571,132190,Italy,First
"January 24, 2021",195,42294,569576,352517,217709,52720,139530,Italy,First
"January 31, 2021",217,45873,599176,368093,228073,57027,151018,Italy,First
"February 7, 2021",268,59886,709699,420683,261459,71177,219801,Italy,First
"February 14, 2021",325,74093,858840,491261,291510,85500,424641,Italy,First
"February 21, 2021",397,85223,1025275,597839,336492,96594,824796,Italy,First
"February 28, 2021",510,97214,1226822,754868,425724,116868,1251729,Italy,First
"March 7, 2021",691,110942,1449762,911563,519450,151151,1670580,Italy,First
"March 14, 2021",962,119863,1547867,976241,572520,230685,1998199,Italy,First
"March 21, 2021",1393,138491,1750551,1111844,700509,482727,2372387,Italy,First
"March 28, 2021",1993,155677,1897569,1217970,834291,849229,2819019,Italy,First
"April 4, 2021",2922,173357,2030761,1327776,1005617,1394933,3332208,Italy,First
"April 11, 2021",4153,188981,2145843,1436104,1319019,2230009,3609232,Italy,First
"April 18, 2021",5634,205762,2267813,1551480,1781317,3053384,3802044,Italy,First
"April 25, 2021",7826,235693,2443099,1760112,2489670,3766234,3909226,Italy,First
"May 2, 2021",10734,271909,2666559,2134966,3403585,4283595,3979533,Italy,First
"May 9, 2021",14445,321940,2965200,2755854,4254891,4576490,4035647,Italy,First
"May 16, 2021",17775,372258,3384875,3446059,4757866,4764710,4079915,Italy,First
"May 23, 2021",21687,430215,3900293,4190544,5138312,4888018,4115529,Italy,First
"May 30, 2021",44010,648245,4904110,5149866,5371777,4970861,4141920,Italy,First
"June 6, 2021",159423,912369,6465875,5948603,5544872,5038397,4167062,Italy,First
"June 13, 2021",260628,1130033,7772697,6275208,5630433,5075313,4182708,Italy,First
"June 20, 2021",379295,1404926,8947375,6476685,5694845,5105250,4194834,Italy,First
"June 27, 2021",525178,1721061,9727472,6609076,5746123,5129610,4204333,Italy,First
"July 4, 2021",595503,1927465,10161539,6683810,5780331,5147394,4211606,Italy,First
"July 11, 2021",659297,2048114,10479215,6744355,5810301,5163344,4218420,Italy,First
"July 18, 2021",757666,2217214,10915538,6826594,5851003,5183787,4226366,Italy,First
"July 25, 2021",921684,2420948,11436358,6923419,5893309,5204474,4234805,Italy,First
"August 1, 2021",1125604,2624996,11941977,7028601,5935906,5224281,4242547,Italy,First
"August 8, 2021",1326778,2788549,12367612,7136914,5977191,5243313,4250262,Italy,First
"August 15, 2021",1507823,2897093,12688279,7226771,6013126,5259725,4257066,Italy,First
"August 22, 2021",1708213,3003673,13015809,7323495,6053399,5279041,4265540,Italy,First
"August 29, 2021",1708213,3003673,13015809,7323495,6053399,5279041,4265540,Italy,First
"December 27, 2020",0,131,1283,511,291,58,4,Latvia,First
"January 3, 2021",0,369,3468,1759,1195,197,20,Latvia,First
"January 10, 2021",0,832,7410,4105,2990,602,85,Latvia,First
"January 17, 2021",0,893,7892,4343,3133,644,90,Latvia,First
"January 24, 2021",4,908,8007,4391,3175,653,93,Latvia,First
"January 31, 2021",4,925,8266,4618,3349,694,99,Latvia,First
"February 7, 2021",6,1176,9553,5345,4012,935,293,Latvia,First
"February 14, 2021",6,1393,11672,6898,5512,2481,1583,Latvia,First
"February 21, 2021",7,1791,13393,8016,6951,10351,5649,Latvia,First
"February 28, 2021",9,1953,14494,8910,8410,20076,11105,Latvia,First
"March 7, 2021",10,2083,15324,9580,9952,27741,15342,Latvia,First
"March 14, 2021",10,2122,15588,9764,10441,30257,16602,Latvia,First
"March 21, 2021",10,2271,17338,11716,15098,38831,20937,Latvia,First
"March 28, 2021",13,2562,20477,14876,20992,43616,23230,Latvia,First
"April 4, 2021",22,3197,25703,19174,33491,48262,25704,Latvia,First
"April 11, 2021",33,4992,37662,25443,42226,50980,27127,Latvia,First
"April 18, 2021",44,5993,51069,33430,53231,54706,28893,Latvia,First
"April 25, 2021",74,7726,69513,42621,63360,58680,30714,Latvia,First
"May 2, 2021",167,12909,100293,52138,70131,61441,32030,Latvia,First
"May 9, 2021",348,19276,138196,65050,77571,64903,33725,Latvia,First
"May 16, 2021",2017,23481,160787,72731,82765,67174,34742,Latvia,First
"May 23, 2021",3754,27985,178293,78798,86855,69193,35611,Latvia,First
"May 30, 2021",5932,31482,188995,82628,89909,70776,36344,Latvia,First
"June 6, 2021",10349,34877,199108,86324,92793,72244,37004,Latvia,First
"June 13, 2021",13592,37088,206225,89132,95108,73495,37542,Latvia,First
"June 20, 2021",14443,37697,208113,89799,95756,73838,37665,Latvia,First
"June 27, 2021",17121,39441,213764,92282,98112,74977,38141,Latvia,First
"July 4, 2021",19520,40982,219109,94533,100269,76018,38526,Latvia,First
"July 11, 2021",21672,42451,223998,96629,102083,76807,38784,Latvia,First
"July 18, 2021",23704,43972,229646,99195,104163,77811,39147,Latvia,First
"July 25, 2021",25790,45669,235824,101903,106371,78837,39608,Latvia,First
"August 1, 2021",27589,47095,241221,104448,108387,79762,40037,Latvia,First
"August 8, 2021",30351,48762,247813,107338,110720,80854,40470,Latvia,First
"August 15, 2021",33699,50733,253965,109960,112768,81840,40893,Latvia,First
"August 22, 2021",36471,52878,260213,112528,114683,82747,41300,Latvia,First
"August 29, 2021",36471,52878,260213,112528,114683,82747,41300,Latvia,First
"December 20, 2020",0,84,1252,702,354,27,0,Lithuania,First
"December 27, 2020",0,324,4500,3067,1696,150,3,Lithuania,First
"January 3, 2021",1,735,9719,7452,4848,602,197,Lithuania,First
"January 10, 2021",130,1507,18830,14985,10608,2600,2625,Lithuania,First
"January 17, 2021",138,1719,21252,16794,12184,3237,4081,Lithuania,First
"January 24, 2021",161,2466,27229,19875,14205,3652,4838,Lithuania,First
"January 31, 2021",164,2707,29800,21729,15595,3897,5357,Lithuania,First
"February 7, 2021",175,3304,37602,28187,19846,4502,5987,Lithuania,First
"February 14, 2021",180,3606,41796,32309,23131,7008,14804,Lithuania,First
"February 21, 2021",183,3775,43532,34121,27036,19263,38309,Lithuania,First
"February 28, 2021",190,3960,44922,35369,31916,42978,52900,Lithuania,First
"March 7, 2021",191,4156,46061,36343,41819,68700,58703,Lithuania,First
"March 14, 2021",193,4271,46850,37266,49183,79158,60612,Lithuania,First
"March 21, 2021",206,5070,52365,41879,66343,96109,64855,Lithuania,First
"March 28, 2021",244,9073,65351,50399,85347,112363,68987,Lithuania,First
"April 4, 2021",398,17031,89617,66791,113029,127894,72970,Lithuania,First
"April 11, 2021",534,21187,111175,81881,136312,139926,77152,Lithuania,First
"April 18, 2021",715,26663,132151,95757,152455,146685,79785,Lithuania,First
"April 25, 2021",855,30240,153351,112754,167526,149711,81245,Lithuania,First
"May 2, 2021",961,35197,194693,134764,181364,152908,82653,Lithuania,First
"May 9, 2021",1080,40350,233592,156722,195584,155490,84052,Lithuania,First
"May 16, 2021",1241,44249,264420,174072,204445,157222,85005,Lithuania,First
"May 23, 2021",1756,48562,302840,187721,211743,158843,85809,Lithuania,First
"May 30, 2021",7257,68728,355254,196555,216700,160127,86461,Lithuania,First
"June 6, 2021",9865,76908,378241,202491,220225,161191,87053,Lithuania,First
"June 13, 2021",15902,80348,390117,207031,223126,162154,87555,Lithuania,First
"June 20, 2021",18973,82519,397471,209437,224552,162654,87821,Lithuania,First
"June 27, 2021",21601,85118,404855,212393,226580,163417,88286,Lithuania,First
"July 4, 2021",23627,86980,411182,214936,228419,164094,88650,Lithuania,First
"July 11, 2021",25839,88790,419055,218239,230409,164648,88957,Lithuania,First
"July 18, 2021",28824,92545,437587,226332,234844,165951,89561,Lithuania,First
"July 25, 2021",32871,98453,463978,238329,241328,167637,90375,Lithuania,First
"August 1, 2021",38701,103284,482836,246421,246251,169530,91281,Lithuania,First
"August 8, 2021",43983,107255,497190,252150,250423,171459,92282,Lithuania,First
"August 15, 2021",48515,111346,511033,257450,253886,173079,93246,Lithuania,First
"August 22, 2021",52768,114999,521527,261491,256470,174265,93970,Lithuania,First
"August 29, 2021",52768,114999,521527,261491,256470,174265,93970,Lithuania,First
"December 27, 2020",0,16,480,250,87,9,1,Luxembourg,First
"January 3, 2021",0,16,482,254,118,82,333,Luxembourg,First
"January 10, 2021",0,38,1017,489,226,163,847,Luxembourg,First
"January 17, 2021",0,144,2047,960,351,187,850,Luxembourg,First
"January 24, 2021",2,246,3273,1516,552,375,1489,Luxembourg,First
"January 31, 2021",5,328,4098,1887,670,523,2378,Luxembourg,First
"February 7, 2021",7,460,5251,2336,866,617,2636,Luxembourg,First
"February 14, 2021",13,730,6957,3061,1083,847,4185,Luxembourg,First
"February 21, 2021",22,840,7747,3431,1199,901,5775,Luxembourg,First
"February 28, 2021",23,925,8124,3621,2121,1030,9307,Luxembourg,First
"March 7, 2021",25,1037,8407,3873,2977,3754,15879,Luxembourg,First
"March 14, 2021",27,1111,8788,4197,3412,11674,19476,Luxembourg,First
"March 21, 2021",27,1201,9349,4428,3578,19320,19953,Luxembourg,First
"March 28, 2021",27,1309,10095,4860,6942,29484,20100,Luxembourg,First
"April 4, 2021",31,1465,10857,5472,19571,30186,20147,Luxembourg,First
"April 11, 2021",34,1564,11467,6533,37110,30547,20246,Luxembourg,First
"April 18, 2021",43,1624,12506,10931,43385,30765,20413,Luxembourg,First
"April 25, 2021",50,1735,14125,25004,44794,31101,20513,Luxembourg,First
"May 2, 2021",60,1826,24529,36612,45328,31312,20617,Luxembourg,First
"May 9, 2021",67,1925,29909,52246,46193,31529,20772,Luxembourg,First
"May 16, 2021",71,2002,40063,59443,46608,31675,20863,Luxembourg,First
"May 23, 2021",78,2053,44896,60489,46908,31815,20921,Luxembourg,First
"May 30, 2021",84,2117,65081,61048,47096,31901,20948,Luxembourg,First
"June 6, 2021",86,2172,77012,61584,47355,31997,20982,Luxembourg,First
"June 13, 2021",95,2260,99677,62281,47673,32107,21036,Luxembourg,First
"June 20, 2021",102,4244,123127,62877,47973,32223,21109,Luxembourg,First
"June 27, 2021",848,12564,133569,63244,48156,32306,21140,Luxembourg,First
"July 4, 2021",9011,20333,137228,63562,48308,32377,21170,Luxembourg,First
"July 11, 2021",16123,21701,139171,63955,48518,32474,21215,Luxembourg,First
"July 18, 2021",17500,22283,140621,64266,48693,32587,21246,Luxembourg,First
"July 25, 2021",18450,22692,141770,64493,48809,32677,21271,Luxembourg,First
"August 1, 2021",18952,23100,143144,64798,48961,32759,21311,Luxembourg,First
"August 8, 2021",19406,23380,144157,65014,49099,32823,21339,Luxembourg,First
"August 15, 2021",20072,23672,145143,65238,49240,32911,21388,Luxembourg,First
"August 22, 2021",20885,23987,146043,65448,49358,32983,21421,Luxembourg,First
"August 29, 2021",21050,24050,146144,65471,49378,32990,21427,Luxembourg,First
"December 20, 2020",0,3,34,16,4,0,0,Malta,First
"December 27, 2020",0,61,872,330,134,30,111,Malta,First
"January 3, 2021",0,168,2298,993,442,155,478,Malta,First
"January 10, 2021",2,338,4296,1709,799,369,3697,Malta,First
"January 17, 2021",3,530,6518,2585,1176,686,6480,Malta,First
"January 24, 2021",4,656,8319,3379,1546,942,7764,Malta,First
"January 31, 2021",5,806,10007,4089,1967,1204,11026,Malta,First
"February 7, 2021",6,1054,11627,4618,2350,1393,14421,Malta,First
"February 14, 2021",12,1617,14919,5989,3429,2396,16456,Malta,First
"February 21, 2021",53,3055,23716,8503,5519,4202,17377,Malta,First
"February 28, 2021",67,3842,33140,12619,9174,6234,17834,Malta,First
"March 7, 2021",86,4904,40668,14923,15922,9726,19210,Malta,First
"March 14, 2021",150,5801,45187,16153,21915,15798,20592,Malta,First
"March 21, 2021",190,6361,48024,17172,29248,25878,21332,Malta,First
"March 28, 2021",198,6559,49497,17763,38592,35796,21460,Malta,First
"April 4, 2021",227,6920,52067,22464,45104,39164,21635,Malta,First
"April 11, 2021",236,7269,54080,31498,47734,42643,21798,Malta,First
"April 18, 2021",259,7709,59472,40102,51418,45745,22045,Malta,First
"April 25, 2021",282,8332,74666,43520,54771,46626,22123,Malta,First
"May 2, 2021",343,9246,98453,46070,55191,46812,22170,Malta,First
"May 9, 2021",467,10300,118917,47461,55502,46925,22200,Malta,First
"May 16, 2021",1845,14495,125492,48022,55645,46989,22229,Malta,First
"May 23, 2021",2084,17592,131548,48421,55753,47027,22246,Malta,First
"May 30, 2021",3111,20066,136164,48804,55856,47061,22271,Malta,First
"June 6, 2021",3605,22193,142490,49279,55948,47105,22304,Malta,First
"June 13, 2021",3898,23559,145678,49342,56026,47138,22326,Malta,First
"June 20, 2021",4045,23659,145956,49386,56041,47153,22333,Malta,First
"June 27, 2021",6654,24087,146829,49478,56065,47180,22342,Malta,First
"July 4, 2021",10993,24720,148448,49707,56118,47214,22358,Malta,First
"July 11, 2021",15305,25872,151567,50047,56182,47253,22384,Malta,First
"July 18, 2021",17429,26500,153603,50242,56261,47280,22409,Malta,First
"July 25, 2021",17966,26905,154907,50405,56310,47302,22427,Malta,First
"August 1, 2021",18345,26931,155222,50423,56319,47316,22435,Malta,First
"August 8, 2021",18720,26995,155573,50445,56329,47326,22454,Malta,First
"August 15, 2021",19033,27292,156681,50516,56349,47342,22462,Malta,First
"August 22, 2021",19033,27292,156681,50516,56349,47342,22462,Malta,First
"August 29, 2021",19033,27292,156681,50516,56349,47342,22462,Malta,First
"December 20, 2020",0,0,0,0,0,0,5,Norway,First
"December 27, 2020",0,0,0,0,0,0,2173,Norway,First
"January 3, 2021",0,0,0,0,0,0,22958,Norway,First
"January 10, 2021",0,0,0,0,0,0,50815,Norway,First
"January 17, 2021",0,477,8037,2781,1812,1544,62986,Norway,First
"January 24, 2021",0,816,12196,4658,3108,2810,81399,Norway,First
"January 31, 2021",0,1484,19251,8014,5253,9080,128179,Norway,First
"February 7, 2021",0,2060,24504,10501,6946,20812,162757,Norway,First
"February 14, 2021",0,3392,27566,24093,12820,30653,184964,Norway,First
"February 21, 2021",0,6602,45258,32619,16494,31899,187125,Norway,First
"February 28, 2021",0,11366,69105,43838,22560,37216,194124,Norway,First
"March 7, 2021",0,14699,83181,52595,30416,44340,204565,Norway,First
"March 14, 2021",0,14933,84815,53565,32640,77918,222438,Norway,First
"March 21, 2021",0,16570,98244,59730,40118,149589,230150,Norway,First
"March 28, 2021",0,17821,107789,66311,51679,205040,232384,Norway,First
"April 4, 2021",0,20217,124394,82358,83774,299350,234255,Norway,First
"April 11, 2021",0,22646,139079,100820,163181,373776,235690,Norway,First
"April 18, 2021",0,24902,154131,119739,254027,398713,236527,Norway,First
"April 25, 2021",0,28125,180757,160598,329962,407838,237313,Norway,First
"May 2, 2021",0,31700,211762,188466,366018,412062,238008,Norway,First
"May 9, 2021",0,35374,238751,213030,395203,414746,238507,Norway,First
"May 16, 2021",0,36590,247241,222608,401944,416337,238743,Norway,First
"May 23, 2021",0,38012,256944,231411,409513,417786,238985,Norway,First
"May 30, 2021",0,45926,306783,289497,459300,419629,239395,Norway,First
"June 6, 2021",0,57927,355513,351065,484838,420564,239673,Norway,First
"June 13, 2021",1904,89135,413036,447053,512587,421459,239956,Norway,First
"June 20, 2021",3882,130974,537114,543193,529158,422207,240203,Norway,First
"June 27, 2021",10055,194907,752953,602000,536701,422837,240389,Norway,First
"July 4, 2021",13940,242227,927012,620281,539704,423338,240575,Norway,First
"July 11, 2021",15925,271993,1029459,627631,541316,423737,240723,Norway,First
"July 18, 2021",18952,317220,1153940,636636,542984,424130,240852,Norway,First
"July 25, 2021",21467,351041,1295648,642457,544517,424541,241006,Norway,First
"August 1, 2021",23055,368344,1382763,646593,545919,424955,241193,Norway,First
"August 8, 2021",23900,376822,1424447,649670,546950,425319,241358,Norway,First
"August 15, 2021",25095,381865,1447396,652020,547865,425655,241482,Norway,First
"August 22, 2021",39328,386990,1468432,654268,548737,425979,241629,Norway,First
"August 29, 2021",39328,386990,1468432,654268,548737,425979,241629,Norway,First
"December 27, 2020",0,0,1,1,0,0,1,Poland,First
"January 3, 2021",0,0,11,7,5,0,2,Poland,First
"January 10, 2021",0,83,346,155,79,10,2,Poland,First
"January 17, 2021",0,1069,22301,14933,8134,1612,432,Poland,First
"January 24, 2021",0,7871,93333,60266,33118,6709,2105,Poland,First
"January 31, 2021",0,28510,210942,126929,71320,14633,4801,Poland,First
"February 7, 2021",0,38046,280610,163937,101889,32524,40001,Poland,First
"February 14, 2021",0,46621,327662,186258,117380,61083,205467,Poland,First
"February 21, 2021",0,52206,351405,196552,128702,120736,350241,Poland,First
"February 28, 2021",0,55578,367976,203604,141304,214280,460309,Poland,First
"March 7, 2021",0,57343,377851,207967,150779,295051,527020,Poland,First
"March 14, 2021",0,58448,385598,211387,161917,393134,582779,Poland,First
"March 21, 2021",0,59322,392824,214819,176567,520453,637824,Poland,First
"March 28, 2021",0,59780,396332,216339,183403,573334,653354,Poland,First
"April 4, 2021",0,60051,398958,217713,186917,592102,658388,Poland,First
"April 11, 2021",0,60680,406403,226633,219864,711950,699694,Poland,First
"April 18, 2021",0,62619,436776,258373,271362,884130,747143,Poland,First
"April 25, 2021",0,66193,528069,309853,337994,1072325,793618,Poland,First
"May 2, 2021",0,71873,659892,384677,490780,1252083,830153,Poland,First
"May 9, 2021",0,86895,875141,534707,747480,1506073,873813,Poland,First
"May 16, 2021",0,110581,1088099,719611,1090115,1706325,906504,Poland,First
"May 23, 2021",0,154268,1417341,1061243,1465838,1854486,933108,Poland,First
"May 30, 2021",0,196137,1943247,1377710,1805603,1969378,954765,Poland,First
"June 6, 2021",0,258973,2703341,1625080,2217428,2029679,969376,Poland,First
"June 13, 2021",0,382716,3444632,1809722,2561467,2070551,980565,Poland,First
"June 20, 2021",0,530278,4144266,2013809,2878047,2108770,991043,Poland,First
"June 27, 2021",0,653120,4699857,2190111,3098102,2142505,1000807,Poland,First
"July 4, 2021",0,806925,5311906,2365645,3263053,2180596,1012954,Poland,First
"July 11, 2021",0,932569,5827009,2502913,3377846,2216360,1024845,Poland,First
"July 18, 2021",0,1012136,6182110,2599417,3462082,2240646,1033175,Poland,First
"July 25, 2021",0,1070340,6433290,2667639,3518718,2258057,1039530,Poland,First
"August 1, 2021",0,1111476,6615427,2717482,3558592,2272635,1045303,Poland,First
"August 8, 2021",0,1143662,6760143,2756344,3589302,2284402,1050162,Poland,First
"August 15, 2021",0,1173423,6892988,2791071,3616426,2295093,1054882,Poland,First
"August 22, 2021",0,1200854,7017297,2823710,3640833,2304402,1059051,Poland,First
"August 29, 2021",0,1211033,7059351,2834217,3649070,2307818,1060472,Poland,First
"December 20, 2020",0,171,3211,1098,564,1,0,Portugal,First
"December 27, 2020",2,1363,23952,6926,3121,145,263,Portugal,First
"January 3, 2021",6,3191,51783,16487,7816,1173,4030,Portugal,First
"January 10, 2021",21,4616,68448,24932,12977,4791,18519,Portugal,First
"January 17, 2021",91,8462,106101,44921,24670,14628,57544,Portugal,First
"January 24, 2021",105,9848,121824,52601,29958,18962,64908,Portugal,First
"January 31, 2021",140,10833,131877,56646,32541,20633,69432,Portugal,First
"February 7, 2021",178,12302,145741,61736,35217,23492,84258,Portugal,First
"February 14, 2021",210,14626,168131,74823,49419,26412,132867,Portugal,First
"February 21, 2021",233,15948,179763,102596,77535,31977,235404,Portugal,First
"February 28, 2021",245,16885,187375,120385,95288,39845,322581,Portugal,First
"March 7, 2021",263,18257,203754,134262,107871,51494,362706,Portugal,First
"March 14, 2021",268,18522,208357,137217,111843,67202,417044,Portugal,First
"March 21, 2021",299,21740,250677,161644,131056,110847,541563,Portugal,First
"March 28, 2021",315,22413,255334,166484,152218,180830,578290,Portugal,First
"April 4, 2021",344,23203,264398,175585,195016,345406,608654,Portugal,First
"April 11, 2021",389,27497,353629,237919,268828,530923,619154,Portugal,First
"April 18, 2021",422,28796,364701,244555,325124,658159,627569,Portugal,First
"April 25, 2021",471,31462,375716,254340,486551,813043,633704,Portugal,First
"May 2, 2021",581,33294,386021,269024,756141,882649,638807,Portugal,First
"May 9, 2021",743,35521,411102,310615,941269,914127,642586,Portugal,First
"May 16, 2021",1058,37603,443644,444972,1054289,932768,647334,Portugal,First
"May 23, 2021",1356,39845,469856,588416,1097568,944883,651784,Portugal,First
"May 30, 2021",1625,42152,512265,728962,1129892,954326,654833,Portugal,First
"June 6, 2021",2016,44934,640270,922563,1153566,962931,657584,Portugal,First
