ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_69Years,x70_79Years,x80_Years,Country,Dose
"May 23, 2021",0,7501,61434,40312,53359,55903,41387,Estonia,Full
"May 30, 2021",0,9063,71505,47066,63120,61106,42863,Estonia,Full
"June 6, 2021",148,11181,85800,59682,74377,66374,44531,Estonia,Full
"June 13, 2021",365,13302,105422,75512,84523,71136,45756,Estonia,Full
"June 20, 2021",533,14792,114970,81031,89322,73487,46217,Estonia,Full
"June 27, 2021",1009,16814,139596,85853,94250,76149,46845,Estonia,Full
"July 4, 2021",2367,21341,157464,88492,96179,77026,47232,Estonia,Full
"July 11, 2021",3793,25353,173243,91081,97718,77557,47505,Estonia,Full
"July 18, 2021",5824,29386,188371,93965,99540,78173,47846,Estonia,Full
"July 25, 2021",7661,31915,198062,96236,100994,78664,48050,Estonia,Full
"August 1, 2021",9829,33828,206311,98390,102306,79087,48289,Estonia,Full
"August 8, 2021",12768,35851,214486,100696,103896,79598,48551,Estonia,Full
"August 15, 2021",15073,37699,220450,102429,105076,80052,48771,Estonia,Full
"August 22, 2021",18016,39704,226863,104300,106404,80551,49019,Estonia,Full
"August 29, 2021",18016,39704,226863,104300,106404,80551,49019,Estonia,Full
"January 10, 2021",0,0,2,0,1,2,0,Finland,Full
"January 17, 2021",0,142,3156,1173,457,11,1,Finland,Full
"January 24, 2021",4,659,11439,4440,1935,310,839,Finland,Full
"January 31, 2021",17,1752,26064,11481,5661,1941,5892,Finland,Full
"February 7, 2021",45,2360,31927,14771,7622,3128,9528,Finland,Full
"February 14, 2021",54,2525,33502,15764,8266,3691,12001,Finland,Full
"February 21, 2021",61,2677,34695,16450,8752,4352,17396,Finland,Full
"February 28, 2021",62,2716,35000,16616,8891,4585,19778,Finland,Full
"March 7, 2021",65,2733,35246,16720,8962,4631,20203,Finland,Full
"March 14, 2021",65,2780,35625,16898,9100,4756,20543,Finland,Full
"March 21, 2021",65,2819,36024,17102,9247,4837,20678,Finland,Full
"March 28, 2021",69,2854,36358,17304,9398,5015,21079,Finland,Full
"April 4, 2021",78,3074,37923,18361,10075,5763,23297,Finland,Full
"April 11, 2021",103,4050,45231,22952,13255,8891,34553,Finland,Full
"April 18, 2021",123,5027,51540,26690,16094,12191,47454,Finland,Full
"April 25, 2021",138,5453,54419,28475,17655,14576,55901,Finland,Full
"May 2, 2021",160,5872,57659,30644,21661,19200,80207,Finland,Full
"May 9, 2021",176,6419,62276,34743,33149,27558,122799,Finland,Full
"May 16, 2021",198,7071,67749,42456,55472,40839,168723,Finland,Full
"May 23, 2021",228,7809,74020,53453,79886,67076,209833,Finland,Full
"May 30, 2021",281,8573,82740,67456,103110,112293,239597,Finland,Full
"June 6, 2021",354,9435,90829,78164,123515,179573,257050,Finland,Full
"June 13, 2021",408,9823,93819,81034,133696,271710,267256,Finland,Full
"June 20, 2021",540,10547,99302,85695,149501,366861,272175,Finland,Full
"June 27, 2021",692,12738,118103,100805,197725,452910,275781,Finland,Full
"July 4, 2021",971,16412,149860,131589,289317,497675,278240,Finland,Full
"July 11, 2021",1354,20220,180374,178688,375215,514013,279597,Finland,Full
"July 18, 2021",2029,24969,218732,252198,455723,521239,280516,Finland,Full
"July 25, 2021",2936,29078,271704,336688,516427,526036,281235,Finland,Full
"August 1, 2021",3768,32882,350838,413246,551260,529531,281774,Finland,Full
"August 8, 2021",4836,38718,465893,478050,576778,532132,282321,Finland,Full
"August 15, 2021",6861,51818,597752,520143,590187,534322,282858,Finland,Full
"August 22, 2021",10933,70433,723115,548155,599776,536241,283320,Finland,Full
"August 29, 2021",10933,70434,723122,548155,599776,536241,283320,Finland,Full
"January 10, 2021",0,1,13,20,23,17,45,France,Full
"January 17, 2021",0,1,70,162,114,217,366,France,Full
"January 24, 2021",5,182,5873,18054,9989,4342,9939,France,Full
"January 31, 2021",23,1428,38129,87373,46156,24700,54010,France,Full
"February 7, 2021",51,4087,93113,171478,94917,91328,191943,France,Full
"February 14, 2021",112,6561,138586,234695,139085,243305,408816,France,Full
"February 21, 2021",180,8239,166932,269735,169736,385560,597840,France,Full
"February 28, 2021",254,9876,190570,294010,194793,502552,746254,France,Full
"March 7, 2021",317,11336,212366,313972,218697,605447,876304,France,Full
"March 14, 2021",370,12638,230837,328701,238023,672912,962399,France,Full
"March 21, 2021",425,14009,247377,342826,258819,752531,1057450,France,Full
"March 28, 2021",507,15594,269491,364241,299618,929385,1251977,France,Full
"April 4, 2021",653,18098,302663,397627,366088,1155129,1480157,France,Full
"April 11, 2021",826,23799,361252,451748,475375,1462854,1763512,France,Full
"April 18, 2021",1036,36793,476426,541500,627498,1827078,2028948,France,Full
"April 25, 2021",1241,54233,621210,655387,802086,2205265,2198023,France,Full
"May 2, 2021",1559,79964,824701,833090,1056565,2629817,2340479,France,Full
"May 9, 2021",1755,98612,975911,997277,1371258,2941286,2439840,France,Full
"May 16, 2021",1964,116530,1113035,1163756,1667875,3136601,2503273,France,Full
"May 23, 2021",2262,136441,1273616,1374524,2056975,3359935,2570629,France,Full
"May 30, 2021",2767,164494,1499775,1656973,2664531,3624277,2649717,France,Full
"June 6, 2021",3692,206920,1853755,2016385,3330942,3880268,2733204,France,Full
"June 13, 2021",6092,291641,2556610,2542498,3962132,4141259,2816973,France,Full
"June 20, 2021",12165,490613,3652823,3278926,4438478,4329735,2883636,France,Full
"June 27, 2021",24331,786105,4968284,3972046,4844689,4479057,2941352,France,Full
"July 4, 2021",82399,1115040,6274590,4518295,5164446,4591025,2989031,France,Full
"July 11, 2021",209750,1518210,7628332,4913232,5371583,4667603,3024641,France,Full
"July 18, 2021",445609,1893704,8839565,5249572,5553153,4739203,3061790,France,Full
"July 25, 2021",712540,2152254,9628428,5475451,5679453,4792589,3091467,France,Full
"August 1, 2021",944723,2376263,10287754,5643275,5767823,4831282,3113700,France,Full
"August 8, 2021",1178614,2651384,11055098,5820109,5855504,4870130,3136715,France,Full
"August 15, 2021",1488276,2991268,12010255,6042206,5957154,4913559,3161439,France,Full
"August 22, 2021",1911979,3325076,12980378,6279861,6064275,4961079,3188456,France,Full
"August 29, 2021",1911979,3325076,12980378,6279861,6064275,4961079,3188456,France,Full
"January 17, 2021",0,19,1677,1056,375,10,3,Greece,Full
"January 24, 2021",0,136,19441,13653,5165,140,393,Greece,Full
"January 31, 2021",0,546,37711,25014,9454,1362,5934,Greece,Full
"February 7, 2021",0,810,48029,30914,11663,2627,61259,Greece,Full
"February 14, 2021",0,1268,58905,36374,14246,3825,115646,Greece,Full
"February 21, 2021",0,1677,68378,40761,16263,4590,182728,Greece,Full
"February 28, 2021",0,1898,75794,43972,17797,5245,222152,Greece,Full
"March 7, 2021",0,2551,83446,47041,19234,5949,249401,Greece,Full
"March 14, 2021",0,2831,90115,49381,20513,25563,271033,Greece,Full
"March 21, 2021",0,3244,97047,52165,21780,55576,318378,Greece,Full
"March 28, 2021",0,3770,104428,54848,23630,113890,357774,Greece,Full
"April 4, 2021",0,4128,109576,56797,25275,158946,378263,Greece,Full
"April 11, 2021",0,4335,113508,58604,26710,177276,388844,Greece,Full
"April 18, 2021",0,4802,122072,64838,31798,198636,393760,Greece,Full
"April 25, 2021",0,5720,134280,77258,42093,275627,407970,Greece,Full
"May 2, 2021",0,7040,162079,105000,101734,404727,434621,Greece,Full
"May 9, 2021",0,8466,195873,129989,238049,534889,458785,Greece,Full
"May 16, 2021",0,9534,229118,152875,350201,578674,466966,Greece,Full
"May 23, 2021",0,11650,267922,222688,435846,590977,470160,Greece,Full
"May 30, 2021",0,16863,316345,372948,505824,607515,475663,Greece,Full
"June 6, 2021",63,31705,416558,517496,631462,650789,487325,Greece,Full
"June 13, 2021",173,46329,517058,645871,753111,698431,500013,Greece,Full
"June 20, 2021",202,58518,692669,753027,829616,733927,510179,Greece,Full
"June 27, 2021",224,68809,908255,825728,879906,754642,517595,Greece,Full
"July 4, 2021",239,78394,1105201,869590,903656,764555,522290,Greece,Full
"July 11, 2021",254,102265,1327016,920546,923579,774456,527415,Greece,Full
"July 18, 2021",290,135432,1513201,959649,941983,783690,532380,Greece,Full
"July 25, 2021",332,199496,1677332,989097,957463,790961,536717,Greece,Full
"August 1, 2021",475,242585,1783463,1011717,969130,796503,541468,Greece,Full
"August 8, 2021",12527,271269,1853289,1027693,977410,800733,545729,Greece,Full
"August 15, 2021",22824,293125,1905793,1040081,983608,803734,548614,Greece,Full
"August 22, 2021",37126,311881,1950609,1050433,988522,806066,551010,Greece,Full
"August 29, 2021",37126,311881,1950609,1050433,988522,806066,551010,Greece,Full
"January 10, 2021",0,11,432,163,69,20,1,Hungary,Full
"January 17, 2021",0,257,6153,2903,1530,488,73,Hungary,Full
"January 24, 2021",0,2212,30849,17983,10675,4544,2728,Hungary,Full
"January 31, 2021",0,5367,52333,29947,18119,7523,3531,Hungary,Full
"February 7, 2021",0,7778,62919,34972,21558,9266,4905,Hungary,Full
"February 14, 2021",0,11135,88709,51369,34607,19265,21292,Hungary,Full
"February 21, 2021",0,12247,93486,53536,35940,20072,44928,Hungary,Full
"February 28, 2021",0,12405,95079,54436,37708,27329,80487,Hungary,Full
"March 7, 2021",0,14119,104549,71900,51397,46110,105471,Hungary,Full
"March 14, 2021",0,14588,113625,90193,59107,66202,128622,Hungary,Full
"March 21, 2021",0,15271,130252,117444,122484,142666,148350,Hungary,Full
"March 28, 2021",0,15660,139228,125299,204012,242175,170028,Hungary,Full
"April 4, 2021",0,18489,161858,139136,314555,356620,202587,Hungary,Full
"April 11, 2021",0,20852,196772,155671,382006,393567,213755,Hungary,Full
"April 18, 2021",0,24798,251996,215337,451969,454919,232862,Hungary,Full
"April 25, 2021",0,35806,390561,299303,550357,518730,247449,Hungary,Full
"May 2, 2021",0,51738,575363,377330,636250,560659,258861,Hungary,Full
"May 9, 2021",440,62172,682640,423402,670882,576834,264110,Hungary,Full
"May 16, 2021",1524,78357,806163,475517,723632,603066,274795,Hungary,Full
"May 23, 2021",3111,138421,1132076,574351,787446,630779,286410,Hungary,Full
"May 30, 2021",6530,180804,1318296,640490,829527,657653,296346,Hungary,Full
"June 6, 2021",8458,200630,1419912,673929,859518,674044,302518,Hungary,Full
"June 13, 2021",79664,222893,1525063,706214,892022,689389,307205,Hungary,Full
"June 20, 2021",106208,267811,1708750,752557,923720,701981,311590,Hungary,Full
"June 27, 2021",111988,284494,1809416,789368,941088,708073,313992,Hungary,Full
"July 4, 2021",122241,299376,1876617,809186,953299,713280,316107,Hungary,Full
"July 11, 2021",144894,311420,1927010,823240,962156,717149,317558,Hungary,Full
"July 18, 2021",170157,318690,1956071,831262,967253,719340,318388,Hungary,Full
"July 25, 2021",183385,326318,1986910,837983,970829,720730,318881,Hungary,Full
"August 1, 2021",193465,329001,1999081,841637,973225,721758,319327,Hungary,Full
"August 8, 2021",201270,331348,2010298,845210,975666,723018,319915,Hungary,Full
"August 15, 2021",207422,332929,2018233,847925,977482,724046,320420,Hungary,Full
"August 22, 2021",215479,335230,2030040,852006,979994,725402,321078,Hungary,Full
"August 29, 2021",215479,335230,2030040,852006,979994,725402,321078,Hungary,Full
"January 3, 2021",0,0,0,0,0,1,0,Republic of Ireland,Full
"January 10, 2021",0,0,1,1,0,1,1,Republic of Ireland,Full
"January 17, 2021",0,188,2481,766,252,11,9,Republic of Ireland,Full
"January 24, 2021",2,2800,30775,10975,4323,384,717,Republic of Ireland,Full
"January 31, 2021",16,5064,51558,20385,9219,2274,5794,Republic of Ireland,Full
"February 7, 2021",16,5220,54476,21482,9727,2394,5874,Republic of Ireland,Full
"February 14, 2021",42,7329,70800,29013,14554,5688,15398,Republic of Ireland,Full
"February 21, 2021",44,7810,74715,30719,16118,6675,16082,Republic of Ireland,Full
"February 28, 2021",47,8327,78704,32410,16936,6989,16652,Republic of Ireland,Full
"March 7, 2021",50,8770,82647,34434,18535,8523,19019,Republic of Ireland,Full
"March 14, 2021",54,9024,84632,35421,19320,9406,34905,Republic of Ireland,Full
"March 21, 2021",61,9238,86020,36217,20433,13310,71927,Republic of Ireland,Full
"March 28, 2021",64,9380,86987,36710,21496,23067,111035,Republic of Ireland,Full
"April 4, 2021",83,9460,87551,37048,22160,32251,142851,Republic of Ireland,Full
"April 11, 2021",97,9577,88219,37377,22823,51859,163894,Republic of Ireland,Full
"April 18, 2021",243,9740,89729,38065,23974,92797,169636,Republic of Ireland,Full
"April 25, 2021",288,9838,90373,38510,25103,137511,173170,Republic of Ireland,Full
"May 2, 2021",371,9994,91801,40000,28674,187301,174338,Republic of Ireland,Full
"May 9, 2021",861,10705,97006,45112,40623,269547,175288,Republic of Ireland,Full
"May 16, 2021",1244,13043,113554,98222,55109,312223,175781,Republic of Ireland,Full
"May 23, 2021",1426,20738,170450,154199,68181,320766,176144,Republic of Ireland,Full
"May 30, 2021",1967,28604,222264,199883,80176,323050,176408,Republic of Ireland,Full
"June 6, 2021",2647,34270,258241,282169,94158,324779,176596,Republic of Ireland,Full
"June 13, 2021",3262,44995,325822,423947,140738,329859,176797,Republic of Ireland,Full
"June 20, 2021",4018,55194,413604,506151,226853,335194,176982,Republic of Ireland,Full
"June 27, 2021",4610,62417,529666,532334,322367,337084,177136,Republic of Ireland,Full
"July 4, 2021",5858,84007,676187,554816,417341,338228,177234,Republic of Ireland,Full
"July 11, 2021",6478,115551,825805,569538,461817,338806,177333,Republic of Ireland,Full
"July 18, 2021",7122,144918,942870,573921,465083,339105,177412,Republic of Ireland,Full
"July 25, 2021",7950,163700,1070467,576861,468012,339401,177487,Republic of Ireland,Full
"August 1, 2021",8822,176126,1189287,579696,469956,339687,177551,Republic of Ireland,Full
"August 8, 2021",10112,198908,1319540,581832,471149,339903,177627,Republic of Ireland,Full
"August 15, 2021",19360,259849,1390911,583586,472345,340092,177721,Republic of Ireland,Full
"August 22, 2021",54238,299911,1425612,585463,473443,340298,177779,Republic of Ireland,Full
"August 29, 2021",61903,307699,1432971,585752,473591,340332,177790,Republic of Ireland,Full
"December 20, 2020",0,0,0,2,0,0,0,Italy,Full
"December 27, 2020",0,0,7,5,2,0,1,Italy,Full
"January 3, 2021",0,0,18,15,9,2,6,Italy,Full
"January 10, 2021",0,20,1469,936,681,42,57,Italy,Full
"January 17, 2021",3,1188,52420,31999,19618,1924,4815,Italy,Full
"January 24, 2021",33,13366,288127,180203,114444,15234,29753,Italy,Full
"January 31, 2021",111,35483,501535,312192,194562,39252,90394,Italy,Full
"February 7, 2021",134,40105,550984,342243,212288,47972,121283,Italy,Full
"February 14, 2021",166,41511,565279,350739,218046,51159,130522,Italy,Full
"February 21, 2021",184,44453,590704,364309,226910,54806,141278,Italy,Full
"February 28, 2021",230,57251,681701,410942,259532,68254,200239,Italy,Full
"March 7, 2021",276,68504,759647,451685,287609,81379,381479,Italy,Full
"March 14, 2021",332,75814,811805,480152,308531,92547,749240,Italy,Full
"March 21, 2021",453,81045,846542,500210,325688,103649,1153021,Italy,Full
"March 28, 2021",591,84758,874165,518523,345782,126269,1541782,Italy,Full
"April 4, 2021",849,89565,912328,545793,376443,168350,1878357,Italy,Full
"April 11, 2021",1216,95593,954495,581568,424744,251863,2206608,Italy,Full
"April 18, 2021",1734,102901,1008655,631817,503337,402596,2606725,Italy,Full
"April 25, 2021",2471,113981,1096821,711356,644973,653390,3077274,Italy,Full
"May 2, 2021",3674,131808,1261017,848434,861545,985727,3372627,Italy,Full
"May 9, 2021",4982,150398,1466286,1031517,1115523,1383805,3553825,Italy,Full
"May 16, 2021",6913,183532,1768430,1328795,1583189,1740260,3655891,Italy,Full
"May 23, 2021",9426,229132,2129353,1748711,2057142,2054577,3728786,Italy,Full
"May 30, 2021",10233,286787,2403918,2058039,2319196,2250614,3779484,Italy,Full
"June 6, 2021",10939,318582,2641049,2276129,2544688,2464077,3820418,Italy,Full
"June 13, 2021",13834,362631,2954024,2746535,3032820,2806941,3873423,Italy,Full
"June 20, 2021",17714,414642,3354654,3418855,3460918,3212603,3923834,Italy,Full
"June 27, 2021",46428,491260,3877211,4104361,3834858,3767128,3964804,Italy,Full
"July 4, 2021",89606,665301,4757479,4964437,4281336,4256604,3993213,Italy,Full
"July 11, 2021",169407,886276,6144194,5684121,4762050,4587183,4014848,Italy,Full
"July 18, 2021",262756,1135399,7481561,6108035,5255333,4873236,4032590,Italy,Full
"July 25, 2021",369845,1449166,8644996,6400328,5610138,4997001,4044379,Italy,Full
"August 1, 2021",500817,1736904,9545431,6594652,5810372,5054531,4052725,Italy,Full
"August 8, 2021",595496,1929101,9989749,6715377,5901179,5084777,4059275,Italy,Full
"August 15, 2021",663966,2058739,10344280,6784944,5971248,5106530,4064674,Italy,Full
"August 22, 2021",806411,2250750,10843488,6893945,6027709,5130267,4072033,Italy,Full
"August 29, 2021",806411,2250750,10843488,6893945,6027709,5130267,4072033,Italy,Full
"January 3, 2021",0,0,0,0,1,1,0,Latvia,Full
"January 10, 2021",0,0,2,0,4,4,0,Latvia,Full
"January 17, 2021",0,122,1234,496,280,62,3,Latvia,Full
"January 24, 2021",0,345,3322,1698,1148,196,17,Latvia,Full
"January 31, 2021",0,736,6672,3779,2734,537,65,Latvia,Full
"February 7, 2021",0,839,7616,4173,3046,619,89,Latvia,Full
"February 14, 2021",2,878,7866,4306,3139,651,92,Latvia,Full
"February 21, 2021",2,890,7980,4373,3181,660,95,Latvia,Full
"February 28, 2021",4,934,8369,4644,3416,713,100,Latvia,Full
"March 7, 2021",4,939,8437,4672,3440,722,102,Latvia,Full
"March 14, 2021",4,978,8720,4834,3556,898,186,Latvia,Full
"March 21, 2021",6,1076,9220,5133,3796,2148,816,Latvia,Full
"March 28, 2021",7,1156,9630,5422,4147,3489,1493,Latvia,Full
"April 4, 2021",8,1189,9861,5549,4315,4150,1846,Latvia,Full
"April 11, 2021",8,1270,10455,5910,4645,4464,2044,Latvia,Full
"April 18, 2021",9,1457,12411,7452,7071,7617,3670,Latvia,Full
"April 25, 2021",13,1855,14591,9100,9487,13496,6932,Latvia,Full
"May 2, 2021",17,2365,20096,13158,15731,20696,11058,Latvia,Full
"May 9, 2021",29,3360,31255,19732,24462,29639,16063,Latvia,Full
"May 16, 2021",67,5413,52411,30729,37636,39321,21249,Latvia,Full
"May 23, 2021",166,11005,86975,43305,49684,48863,26245,Latvia,Full
"May 30, 2021",359,18457,129581,58678,60852,56612,30245,Latvia,Full
"June 6, 2021",1901,23524,158072,70337,72821,63195,33690,Latvia,Full
"June 13, 2021",3598,29202,183800,80791,83142,68505,36426,Latvia,Full
"June 20, 2021",4875,31858,194226,85074,87680,70476,37392,Latvia,Full
"June 27, 2021",9731,38427,219175,94942,98080,74612,39502,Latvia,Full
"July 4, 2021",13206,42901,236723,101755,103405,77203,40842,Latvia,Full
"July 11, 2021",14246,44990,245711,105482,106297,78501,41571,Latvia,Full
"July 18, 2021",16668,47368,254613,109211,109405,79974,42298,Latvia,Full
"July 25, 2021",19086,49339,262324,112328,112191,81324,42876,Latvia,Full
"August 1, 2021",20997,51083,268586,115052,114488,82263,43326,Latvia,Full
"August 8, 2021",22937,52689,274689,117784,116622,83380,43866,Latvia,Full
"August 15, 2021",24879,54449,281010,120687,118956,84445,44467,Latvia,Full
"August 22, 2021",26655,55991,286947,123573,121212,85450,44992,Latvia,Full
"August 29, 2021",26655,55991,286947,123573,121212,85450,44992,Latvia,Full
"January 10, 2021",0,61,700,231,94,5,0,Lithuania,Full
"January 17, 2021",0,291,4274,2906,1610,149,3,Lithuania,Full
"January 24, 2021",1,670,9262,7037,4561,585,134,Lithuania,Full
"January 31, 2021",111,1308,17391,13890,9785,2358,2280,Lithuania,Full
"February 7, 2021",121,1554,19947,15791,11358,2938,3607,Lithuania,Full
"February 14, 2021",143,2272,25783,18888,13479,3424,4411,Lithuania,Full
"February 21, 2021",145,2482,27912,20403,14645,3603,4850,Lithuania,Full
"February 28, 2021",154,2850,30968,24706,18788,4149,5480,Lithuania,Full
"March 7, 2021",158,3011,32308,26948,21254,5907,11105,Lithuania,Full
"March 14, 2021",164,3129,33740,28568,23989,11392,25384,Lithuania,Full
"March 21, 2021",170,3295,34920,29629,26057,22912,35609,Lithuania,Full
"March 28, 2021",172,3464,35785,30353,29775,37217,41579,Lithuania,Full
"April 4, 2021",175,3586,36455,31063,33496,43155,43371,Lithuania,Full
"April 11, 2021",177,3729,37819,32435,39342,52277,45693,Lithuania,Full
"April 18, 2021",187,4168,42236,35602,50493,66672,49473,Lithuania,Full
"April 25, 2021",302,8036,51988,43548,70649,80906,53305,Lithuania,Full
"May 2, 2021",413,12064,68687,56601,95560,96541,59103,Lithuania,Full
"May 9, 2021",555,16661,84483,67761,110543,105757,63983,Lithuania,Full
"May 16, 2021",707,20350,105987,84286,126829,114742,71878,Lithuania,Full
"May 23, 2021",797,23197,129347,99870,140100,124902,76276,Lithuania,Full
"May 30, 2021",934,28700,161671,120729,159431,138713,79949,Lithuania,Full
"June 6, 2021",1079,33837,198339,142141,175317,146345,82046,Lithuania,Full
"June 13, 2021",1557,40116,251107,163090,191402,152563,83840,Lithuania,Full
"June 20, 2021",6118,58075,306308,176570,201819,155378,84852,Lithuania,Full
"June 27, 2021",9090,72017,353056,191698,211649,158064,85973,Lithuania,Full
"July 4, 2021",14657,77698,377718,201563,217812,159500,86657,Lithuania,Full
"July 11, 2021",17922,81911,396993,209301,222061,160378,87129,Lithuania,Full
"July 18, 2021",20272,85225,413748,215593,225688,161247,87516,Lithuania,Full
"July 25, 2021",22348,88957,432843,222498,229439,162053,87986,Lithuania,Full
"August 1, 2021",24617,94496,460958,233175,235323,163722,88777,Lithuania,Full
"August 8, 2021",27413,100789,490752,245830,242547,166115,89955,Lithuania,Full
"August 15, 2021",31207,108287,524469,260247,250644,168602,91151,Lithuania,Full
"August 22, 2021",36574,114976,548919,269989,256458,170870,92217,Lithuania,Full
"August 29, 2021",36574,114976,548919,269989,256458,170870,92217,Lithuania,Full
"January 17, 2021",0,16,475,250,87,9,1,Luxembourg,Full
"January 24, 2021",0,16,478,254,118,80,314,Luxembourg,Full
"January 31, 2021",0,38,1009,484,224,158,808,Luxembourg,Full
"February 7, 2021",0,113,1723,778,303,176,814,Luxembourg,Full
"February 14, 2021",0,177,2492,1163,379,192,826,Luxembourg,Full
"February 21, 2021",2,248,3272,1522,544,370,1435,Luxembourg,Full
"February 28, 2021",5,330,4190,1943,667,505,2290,Luxembourg,Full
"March 7, 2021",7,393,4542,2082,767,596,2544,Luxembourg,Full
"March 14, 2021",13,479,4758,2179,900,820,3981,Luxembourg,Full
"March 21, 2021",20,547,5173,2394,990,871,5550,Luxembourg,Full
"March 28, 2021",21,556,5261,2471,1228,1010,9057,Luxembourg,Full
"April 4, 2021",22,590,5411,2658,1673,3423,15237,Luxembourg,Full
"April 11, 2021",23,680,5953,3003,4018,10689,18430,Luxembourg,Full
"April 18, 2021",24,756,6760,3354,4192,11063,18647,Luxembourg,Full
"April 25, 2021",24,947,8306,4047,4414,11204,18694,Luxembourg,Full
"May 2, 2021",30,1130,9598,7708,15648,11898,18767,Luxembourg,Full
"May 9, 2021",33,1301,10584,10500,32052,12255,18874,Luxembourg,Full
"May 16, 2021",41,1439,13415,16293,38811,12817,19333,Luxembourg,Full
"May 23, 2021",49,1559,15345,30099,40380,13847,19839,Luxembourg,Full
"May 30, 2021",59,1718,18735,40231,41181,21187,20279,Luxembourg,Full
"June 6, 2021",65,1890,25210,55720,45275,31159,20560,Luxembourg,Full
"June 13, 2021",69,2294,34713,63005,47162,31483,20665,Luxembourg,Full
"June 20, 2021",76,6284,44291,64331,49085,31706,20738,Luxembourg,Full
"June 27, 2021",85,7053,70092,66741,49384,31835,20769,Luxembourg,Full
"July 4, 2021",93,7329,84807,67851,49666,31953,20810,Luxembourg,Full
"July 11, 2021",109,8212,109201,68850,50099,32104,20884,Luxembourg,Full
"July 18, 2021",169,10455,132004,69533,50431,32242,20964,Luxembourg,Full
"July 25, 2021",1262,18438,145576,70023,50654,32348,21010,Luxembourg,Full
"August 1, 2021",8208,25444,150291,70381,50830,32434,21047,Luxembourg,Full
"August 8, 2021",14086,27083,152727,70786,51069,32545,21105,Luxembourg,Full
"August 15, 2021",15825,28038,154785,71199,51287,32680,21146,Luxembourg,Full
"August 22, 2021",17288,28811,156461,71562,51450,32793,21177,Luxembourg,Full
"August 29, 2021",17484,28939,156765,71620,51475,32806,21181,Luxembourg,Full
"December 27, 2020",0,1,2,2,0,0,2,Malta,Full
"January 3, 2021",0,1,4,2,2,0,3,Malta,Full
"January 10, 2021",0,4,38,16,6,0,6,Malta,Full
"January 17, 2021",0,59,910,350,125,24,107,Malta,Full
"January 24, 2021",0,170,2367,1000,440,149,454,Malta,Full
"January 31, 2021",0,329,4248,1706,788,343,3587,Malta,Full
"February 7, 2021",1,524,6433,2565,1153,650,6302,Malta,Full
"February 14, 2021",2,658,8197,3375,1519,905,7555,Malta,Full
"February 21, 2021",2,807,9928,4079,1940,1176,10609,Malta,Full
"February 28, 2021",3,986,11314,4541,2195,1372,13901,Malta,Full
"March 7, 2021",5,1150,12668,5198,3210,2314,15814,Malta,Full
"March 14, 2021",46,1359,14153,6291,4886,4031,16580,Malta,Full
"March 21, 2021",58,1454,15396,7867,7199,6076,16944,Malta,Full
"March 28, 2021",73,1620,17043,8278,7794,9517,18250,Malta,Full
"April 4, 2021",87,1839,18361,8749,8693,16962,19700,Malta,Full
"April 11, 2021",124,2550,21664,9756,9603,28657,20356,Malta,Full
"April 18, 2021",144,3692,28368,10991,13560,32647,20488,Malta,Full
"April 25, 2021",171,3929,31293,12311,15290,36088,20677,Malta,Full
"May 2, 2021",179,4223,35774,15309,17144,39437,20837,Malta,Full
"May 9, 2021",203,5045,46936,20645,21732,42715,21101,Malta,Full
"May 16, 2021",255,8421,68511,25367,31279,43627,21190,Malta,Full
"May 23, 2021",373,10217,92629,28607,36905,43844,21243,Malta,Full
"May 30, 2021",516,11384,109029,30109,40393,44283,21288,Malta,Full
"June 6, 2021",1915,15216,118051,31309,49324,45381,21330,Malta,Full
"June 13, 2021",2181,18286,126279,35611,54038,45991,21365,Malta,Full
"June 20, 2021",3233,22169,134674,42567,55073,46137,21417,Malta,Full
"June 27, 2021",3865,25160,147507,49291,56036,46246,22125,Malta,Full
"July 4, 2021",4213,26917,155979,50611,56294,46324,22157,Malta,Full
"July 11, 2021",4351,27432,159943,51116,56433,46370,22179,Malta,Full
"July 18, 2021",7021,28699,166265,51684,56585,46429,22214,Malta,Full
"July 25, 2021",11365,29937,170676,52159,56774,46480,22249,Malta,Full
"August 1, 2021",15689,31657,176019,52648,56908,46525,22302,Malta,Full
"August 8, 2021",17756,32591,179115,52951,57008,46558,22327,Malta,Full
"August 15, 2021",18261,33038,180609,53126,57058,46586,22344,Malta,Full
"August 22, 2021",18261,33038,180609,53126,57058,46586,22344,Malta,Full
"August 29, 2021",18261,33038,180609,53126,57058,46586,22344,Malta,Full
"January 10, 2021",0,0,0,0,0,0,5,Norway,Full
"January 17, 2021",0,4,48,65,125,370,1291,Norway,Full
"January 24, 2021",0,36,742,536,1248,3424,13692,Norway,Full
"January 31, 2021",0,428,7997,3363,3117,5628,24613,Norway,Full
"February 7, 2021",0,870,15627,6028,4842,7026,35065,Norway,Full
"February 14, 2021",0,2159,16001,10353,6688,8320,53741,Norway,Full
"February 21, 2021",0,2737,21867,13246,8579,14253,98115,Norway,Full
"February 28, 2021",0,3171,26322,15459,10032,21704,128250,Norway,Full
"March 7, 2021",0,3631,29958,17212,11356,34565,154358,Norway,Full
"March 14, 2021",0,3707,30742,17567,11791,35716,156520,Norway,Full
"March 21, 2021",0,3758,31284,17904,12536,38280,160238,Norway,Full
"March 28, 2021",0,3797,31550,18106,13190,42677,167728,Norway,Full
"April 4, 2021",0,3873,32080,18473,13823,47398,172429,Norway,Full
