"TIME","AGE","GEO","DURATION","PARTNER","UNIT","Value","Flag and Footnotes"
"2017","From 15 to 24 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","37 499 278",""
"2017","From 15 to 24 years","Belgium","1 night or over","All countries of the world","Number","842 828","b"
"2017","From 15 to 24 years","Bulgaria","1 night or over","All countries of the world","Number","343 299",""
"2017","From 15 to 24 years","Czechia","1 night or over","All countries of the world","Number","914 942",""
"2017","From 15 to 24 years","Denmark","1 night or over","All countries of the world","Number","525 574","e"
"2017","From 15 to 24 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","6 495 701",""
"2017","From 15 to 24 years","Estonia","1 night or over","All countries of the world","Number","118 006","u"
"2017","From 15 to 24 years","Ireland","1 night or over","All countries of the world","Number","435 224",""
"2017","From 15 to 24 years","Greece","1 night or over","All countries of the world","Number","438 916",""
"2017","From 15 to 24 years","Spain","1 night or over","All countries of the world","Number","3 839 237",""
"2017","From 15 to 24 years","France","1 night or over","All countries of the world","Number","5 428 903",""
"2017","From 15 to 24 years","Croatia","1 night or over","All countries of the world","Number","306 741",""
"2017","From 15 to 24 years","Italy","1 night or over","All countries of the world","Number","2 883 173",""
"2017","From 15 to 24 years","Cyprus","1 night or over","All countries of the world","Number","100 417","e"
"2017","From 15 to 24 years","Latvia","1 night or over","All countries of the world","Number","133 955",""
"2017","From 15 to 24 years","Lithuania","1 night or over","All countries of the world","Number","263 425",""
"2017","From 15 to 24 years","Luxembourg","1 night or over","All countries of the world","Number","62 108",""
"2017","From 15 to 24 years","Hungary","1 night or over","All countries of the world","Number","582 918",""
"2017","From 15 to 24 years","Malta","1 night or over","All countries of the world","Number","42 447",""
"2017","From 15 to 24 years","Netherlands","1 night or over","All countries of the world","Number","1 854 213",""
"2017","From 15 to 24 years","Austria","1 night or over","All countries of the world","Number","834 794",""
"2017","From 15 to 24 years","Poland","1 night or over","All countries of the world","Number","3 435 174",""
"2017","From 15 to 24 years","Portugal","1 night or over","All countries of the world","Number","505 752",""
"2017","From 15 to 24 years","Romania","1 night or over","All countries of the world","Number","687 744",""
"2017","From 15 to 24 years","Slovenia","1 night or over","All countries of the world","Number","158 234",""
"2017","From 15 to 24 years","Slovakia","1 night or over","All countries of the world","Number","503 693",""
"2017","From 15 to 24 years","Finland","1 night or over","All countries of the world","Number","602 363",""
"2017","From 15 to 24 years","Sweden","1 night or over","All countries of the world","Number","894 107","b"
"2017","From 15 to 24 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 15 to 24 years","Norway","1 night or over","All countries of the world","Number","557 405",""
"2017","From 15 to 24 years","Switzerland","1 night or over","All countries of the world","Number","812 012",""
"2017","From 15 to 24 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 15 to 24 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","15 years or over","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","267 572 379",""
"2017","15 years or over","Belgium","1 night or over","All countries of the world","Number","5 838 576","b"
"2017","15 years or over","Bulgaria","1 night or over","All countries of the world","Number","2 127 469",""
"2017","15 years or over","Czechia","1 night or over","All countries of the world","Number","7 284 097",""
"2017","15 years or over","Denmark","1 night or over","All countries of the world","Number","3 404 878","e"
"2017","15 years or over","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","51 707 246",""
"2017","15 years or over","Estonia","1 night or over","All countries of the world","Number","746 057",""
"2017","15 years or over","Ireland","1 night or over","All countries of the world","Number","2 833 130",""
"2017","15 years or over","Greece","1 night or over","All countries of the world","Number","3 592 564",""
"2017","15 years or over","Spain","1 night or over","All countries of the world","Number","25 665 519",""
"2017","15 years or over","France","1 night or over","All countries of the world","Number","38 695 712",""
"2017","15 years or over","Croatia","1 night or over","All countries of the world","Number","1 564 984",""
"2017","15 years or over","Italy","1 night or over","All countries of the world","Number","21 540 692",""
"2017","15 years or over","Cyprus","1 night or over","All countries of the world","Number","491 783","e"
"2017","15 years or over","Latvia","1 night or over","All countries of the world","Number","930 819",""
"2017","15 years or over","Lithuania","1 night or over","All countries of the world","Number","1 399 279",""
"2017","15 years or over","Luxembourg","1 night or over","All countries of the world","Number","401 800",""
"2017","15 years or over","Hungary","1 night or over","All countries of the world","Number","4 791 341",""
"2017","15 years or over","Malta","1 night or over","All countries of the world","Number","251 186",""
"2017","15 years or over","Netherlands","1 night or over","All countries of the world","Number","12 040 006",""
"2017","15 years or over","Austria","1 night or over","All countries of the world","Number","5 668 361",""
"2017","15 years or over","Poland","1 night or over","All countries of the world","Number","19 180 052",""
"2017","15 years or over","Portugal","1 night or over","All countries of the world","Number","3 712 984",""
"2017","15 years or over","Romania","1 night or over","All countries of the world","Number","4 380 527",""
"2017","15 years or over","Slovenia","1 night or over","All countries of the world","Number","1 152 354",""
"2017","15 years or over","Slovakia","1 night or over","All countries of the world","Number","3 246 263",""
"2017","15 years or over","Finland","1 night or over","All countries of the world","Number","4 086 639",""
"2017","15 years or over","Sweden","1 night or over","All countries of the world","Number","6 048 527","b"
"2017","15 years or over","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","15 years or over","Norway","1 night or over","All countries of the world","Number","3 656 232",""
"2017","15 years or over","Switzerland","1 night or over","All countries of the world","Number","6 134 362",""
"2017","15 years or over","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","15 years or over","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 34 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","44 848 739",""
"2017","From 25 to 34 years","Belgium","1 night or over","All countries of the world","Number","1 053 765","b"
"2017","From 25 to 34 years","Bulgaria","1 night or over","All countries of the world","Number","407 828",""
"2017","From 25 to 34 years","Czechia","1 night or over","All countries of the world","Number","1 287 390",""
"2017","From 25 to 34 years","Denmark","1 night or over","All countries of the world","Number","548 166","e"
"2017","From 25 to 34 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","8 934 210",""
"2017","From 25 to 34 years","Estonia","1 night or over","All countries of the world","Number","157 239",""
"2017","From 25 to 34 years","Ireland","1 night or over","All countries of the world","Number","456 266",""
"2017","From 25 to 34 years","Greece","1 night or over","All countries of the world","Number","504 238",""
"2017","From 25 to 34 years","Spain","1 night or over","All countries of the world","Number","4 139 981",""
"2017","From 25 to 34 years","France","1 night or over","All countries of the world","Number","5 905 353",""
"2017","From 25 to 34 years","Croatia","1 night or over","All countries of the world","Number","292 723",""
"2017","From 25 to 34 years","Italy","1 night or over","All countries of the world","Number","3 304 372",""
"2017","From 25 to 34 years","Cyprus","1 night or over","All countries of the world","Number","112 687","e"
"2017","From 25 to 34 years","Latvia","1 night or over","All countries of the world","Number","194 155",""
"2017","From 25 to 34 years","Lithuania","1 night or over","All countries of the world","Number","283 100",""
"2017","From 25 to 34 years","Luxembourg","1 night or over","All countries of the world","Number","71 791",""
"2017","From 25 to 34 years","Hungary","1 night or over","All countries of the world","Number","751 108",""
"2017","From 25 to 34 years","Malta","1 night or over","All countries of the world","Number","57 335",""
"2017","From 25 to 34 years","Netherlands","1 night or over","All countries of the world","Number","1 865 637",""
"2017","From 25 to 34 years","Austria","1 night or over","All countries of the world","Number","979 708",""
"2017","From 25 to 34 years","Poland","1 night or over","All countries of the world","Number","3 751 940",""
"2017","From 25 to 34 years","Portugal","1 night or over","All countries of the world","Number","414 070",""
"2017","From 25 to 34 years","Romania","1 night or over","All countries of the world","Number","1 021 431",""
"2017","From 25 to 34 years","Slovenia","1 night or over","All countries of the world","Number","218 675",""
"2017","From 25 to 34 years","Slovakia","1 night or over","All countries of the world","Number","578 051",""
"2017","From 25 to 34 years","Finland","1 night or over","All countries of the world","Number","669 051",""
"2017","From 25 to 34 years","Sweden","1 night or over","All countries of the world","Number","649 642","b"
"2017","From 25 to 34 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 34 years","Norway","1 night or over","All countries of the world","Number","607 156",""
"2017","From 25 to 34 years","Switzerland","1 night or over","All countries of the world","Number","990 601",""
"2017","From 25 to 34 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 34 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 44 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","93 340 081",""
"2017","From 25 to 44 years","Belgium","1 night or over","All countries of the world","Number","2 131 148","b"
"2017","From 25 to 44 years","Bulgaria","1 night or over","All countries of the world","Number","890 274",""
"2017","From 25 to 44 years","Czechia","1 night or over","All countries of the world","Number","2 834 002",""
"2017","From 25 to 44 years","Denmark","1 night or over","All countries of the world","Number","1 070 991","e"
"2017","From 25 to 44 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","16 189 390",""
"2017","From 25 to 44 years","Estonia","1 night or over","All countries of the world","Number","309 194",""
"2017","From 25 to 44 years","Ireland","1 night or over","All countries of the world","Number","1 057 915",""
"2017","From 25 to 44 years","Greece","1 night or over","All countries of the world","Number","1 307 579",""
"2017","From 25 to 44 years","Spain","1 night or over","All countries of the world","Number","9 760 885",""
"2017","From 25 to 44 years","France","1 night or over","All countries of the world","Number","12 937 923",""
"2017","From 25 to 44 years","Croatia","1 night or over","All countries of the world","Number","615 848",""
"2017","From 25 to 44 years","Italy","1 night or over","All countries of the world","Number","7 543 045",""
"2017","From 25 to 44 years","Cyprus","1 night or over","All countries of the world","Number","204 322","e"
"2017","From 25 to 44 years","Latvia","1 night or over","All countries of the world","Number","370 494",""
"2017","From 25 to 44 years","Lithuania","1 night or over","All countries of the world","Number","538 758",""
"2017","From 25 to 44 years","Luxembourg","1 night or over","All countries of the world","Number","154 973",""
"2017","From 25 to 44 years","Hungary","1 night or over","All countries of the world","Number","1 768 869",""
"2017","From 25 to 44 years","Malta","1 night or over","All countries of the world","Number","98 318",""
"2017","From 25 to 44 years","Netherlands","1 night or over","All countries of the world","Number","3 707 144",""
"2017","From 25 to 44 years","Austria","1 night or over","All countries of the world","Number","1 897 959",""
"2017","From 25 to 44 years","Poland","1 night or over","All countries of the world","Number","7 755 589",""
"2017","From 25 to 44 years","Portugal","1 night or over","All countries of the world","Number","1 266 946",""
"2017","From 25 to 44 years","Romania","1 night or over","All countries of the world","Number","2 021 715",""
"2017","From 25 to 44 years","Slovenia","1 night or over","All countries of the world","Number","464 103",""
"2017","From 25 to 44 years","Slovakia","1 night or over","All countries of the world","Number","1 405 847",""
"2017","From 25 to 44 years","Finland","1 night or over","All countries of the world","Number","1 316 097",""
"2017","From 25 to 44 years","Sweden","1 night or over","All countries of the world","Number","1 479 709","b"
"2017","From 25 to 44 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 44 years","Norway","1 night or over","All countries of the world","Number","1 328 818",""
"2017","From 25 to 44 years","Switzerland","1 night or over","All countries of the world","Number","2 195 488",""
"2017","From 25 to 44 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 25 to 44 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 35 to 44 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","48 490 678",""
"2017","From 35 to 44 years","Belgium","1 night or over","All countries of the world","Number","1 077 383","b"
"2017","From 35 to 44 years","Bulgaria","1 night or over","All countries of the world","Number","482 446",""
"2017","From 35 to 44 years","Czechia","1 night or over","All countries of the world","Number","1 546 612",""
"2017","From 35 to 44 years","Denmark","1 night or over","All countries of the world","Number","522 825","e"
"2017","From 35 to 44 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","7 255 179",""
"2017","From 35 to 44 years","Estonia","1 night or over","All countries of the world","Number","151 955",""
"2017","From 35 to 44 years","Ireland","1 night or over","All countries of the world","Number","601 649",""
"2017","From 35 to 44 years","Greece","1 night or over","All countries of the world","Number","803 341",""
"2017","From 35 to 44 years","Spain","1 night or over","All countries of the world","Number","5 620 904",""
"2017","From 35 to 44 years","France","1 night or over","All countries of the world","Number","7 032 570",""
"2017","From 35 to 44 years","Croatia","1 night or over","All countries of the world","Number","323 125",""
"2017","From 35 to 44 years","Italy","1 night or over","All countries of the world","Number","4 238 672",""
"2017","From 35 to 44 years","Cyprus","1 night or over","All countries of the world","Number","91 635","e"
"2017","From 35 to 44 years","Latvia","1 night or over","All countries of the world","Number","176 339",""
"2017","From 35 to 44 years","Lithuania","1 night or over","All countries of the world","Number","255 658",""
"2017","From 35 to 44 years","Luxembourg","1 night or over","All countries of the world","Number","83 183",""
"2017","From 35 to 44 years","Hungary","1 night or over","All countries of the world","Number","1 017 761",""
"2017","From 35 to 44 years","Malta","1 night or over","All countries of the world","Number","40 983",""
"2017","From 35 to 44 years","Netherlands","1 night or over","All countries of the world","Number","1 841 507",""
"2017","From 35 to 44 years","Austria","1 night or over","All countries of the world","Number","918 251",""
"2017","From 35 to 44 years","Poland","1 night or over","All countries of the world","Number","4 003 649",""
"2017","From 35 to 44 years","Portugal","1 night or over","All countries of the world","Number","852 876",""
"2017","From 35 to 44 years","Romania","1 night or over","All countries of the world","Number","1 000 284",""
"2017","From 35 to 44 years","Slovenia","1 night or over","All countries of the world","Number","245 428",""
"2017","From 35 to 44 years","Slovakia","1 night or over","All countries of the world","Number","827 796",""
"2017","From 35 to 44 years","Finland","1 night or over","All countries of the world","Number","647 046",""
"2017","From 35 to 44 years","Sweden","1 night or over","All countries of the world","Number","830 067","b"
"2017","From 35 to 44 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 35 to 44 years","Norway","1 night or over","All countries of the world","Number","721 662",""
"2017","From 35 to 44 years","Switzerland","1 night or over","All countries of the world","Number","1 204 887",""
"2017","From 35 to 44 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 35 to 44 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 54 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","48 016 708",""
"2017","From 45 to 54 years","Belgium","1 night or over","All countries of the world","Number","1 126 534","b"
"2017","From 45 to 54 years","Bulgaria","1 night or over","All countries of the world","Number","388 196",""
"2017","From 45 to 54 years","Czechia","1 night or over","All countries of the world","Number","1 281 761",""
"2017","From 45 to 54 years","Denmark","1 night or over","All countries of the world","Number","586 093","e"
"2017","From 45 to 54 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","9 647 036",""
"2017","From 45 to 54 years","Estonia","1 night or over","All countries of the world","Number","124 204",""
"2017","From 45 to 54 years","Ireland","1 night or over","All countries of the world","Number","507 740",""
"2017","From 45 to 54 years","Greece","1 night or over","All countries of the world","Number","724 847",""
"2017","From 45 to 54 years","Spain","1 night or over","All countries of the world","Number","4 821 112",""
"2017","From 45 to 54 years","France","1 night or over","All countries of the world","Number","6 228 628",""
"2017","From 45 to 54 years","Croatia","1 night or over","All countries of the world","Number","260 462",""
"2017","From 45 to 54 years","Italy","1 night or over","All countries of the world","Number","4 426 836",""
"2017","From 45 to 54 years","Cyprus","1 night or over","All countries of the world","Number","74 205","e"
"2017","From 45 to 54 years","Latvia","1 night or over","All countries of the world","Number","185 268",""
"2017","From 45 to 54 years","Lithuania","1 night or over","All countries of the world","Number","296 042",""
"2017","From 45 to 54 years","Luxembourg","1 night or over","All countries of the world","Number","72 553",""
"2017","From 45 to 54 years","Hungary","1 night or over","All countries of the world","Number","896 413",""
"2017","From 45 to 54 years","Malta","1 night or over","All countries of the world","Number","45 356",""
"2017","From 45 to 54 years","Netherlands","1 night or over","All countries of the world","Number","2 241 829",""
"2017","From 45 to 54 years","Austria","1 night or over","All countries of the world","Number","1 142 358",""
"2017","From 45 to 54 years","Poland","1 night or over","All countries of the world","Number","2 688 274",""
"2017","From 45 to 54 years","Portugal","1 night or over","All countries of the world","Number","678 955",""
"2017","From 45 to 54 years","Romania","1 night or over","All countries of the world","Number","686 647",""
"2017","From 45 to 54 years","Slovenia","1 night or over","All countries of the world","Number","213 805",""
"2017","From 45 to 54 years","Slovakia","1 night or over","All countries of the world","Number","434 087",""
"2017","From 45 to 54 years","Finland","1 night or over","All countries of the world","Number","663 214",""
"2017","From 45 to 54 years","Sweden","1 night or over","All countries of the world","Number","1 186 195","b"
"2017","From 45 to 54 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 54 years","Norway","1 night or over","All countries of the world","Number","699 243",""
"2017","From 45 to 54 years","Switzerland","1 night or over","All countries of the world","Number","1 120 463",""
"2017","From 45 to 54 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 54 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 64 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","89 594 832",""
"2017","From 45 to 64 years","Belgium","1 night or over","All countries of the world","Number","2 040 583","b"
"2017","From 45 to 64 years","Bulgaria","1 night or over","All countries of the world","Number","682 175",""
"2017","From 45 to 64 years","Czechia","1 night or over","All countries of the world","Number","2 337 068",""
"2017","From 45 to 64 years","Denmark","1 night or over","All countries of the world","Number","1 124 728","e"
"2017","From 45 to 64 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","18 522 325",""
"2017","From 45 to 64 years","Estonia","1 night or over","All countries of the world","Number","225 074",""
"2017","From 45 to 64 years","Ireland","1 night or over","All countries of the world","Number","899 788",""
"2017","From 45 to 64 years","Greece","1 night or over","All countries of the world","Number","1 264 829",""
"2017","From 45 to 64 years","Spain","1 night or over","All countries of the world","Number","8 348 806",""
"2017","From 45 to 64 years","France","1 night or over","All countries of the world","Number","12 046 235",""
"2017","From 45 to 64 years","Croatia","1 night or over","All countries of the world","Number","477 906",""
"2017","From 45 to 64 years","Italy","1 night or over","All countries of the world","Number","7 929 909",""
"2017","From 45 to 64 years","Cyprus","1 night or over","All countries of the world","Number","130 436","e"
"2017","From 45 to 64 years","Latvia","1 night or over","All countries of the world","Number","322 425",""
"2017","From 45 to 64 years","Lithuania","1 night or over","All countries of the world","Number","467 039",""
"2017","From 45 to 64 years","Luxembourg","1 night or over","All countries of the world","Number","133 444",""
"2017","From 45 to 64 years","Hungary","1 night or over","All countries of the world","Number","1 604 796",""
"2017","From 45 to 64 years","Malta","1 night or over","All countries of the world","Number","82 597",""
"2017","From 45 to 64 years","Netherlands","1 night or over","All countries of the world","Number","4 116 815",""
"2017","From 45 to 64 years","Austria","1 night or over","All countries of the world","Number","2 015 568",""
"2017","From 45 to 64 years","Poland","1 night or over","All countries of the world","Number","5 486 750",""
"2017","From 45 to 64 years","Portugal","1 night or over","All countries of the world","Number","1 264 484",""
"2017","From 45 to 64 years","Romania","1 night or over","All countries of the world","Number","1 241 641",""
"2017","From 45 to 64 years","Slovenia","1 night or over","All countries of the world","Number","386 744",""
"2017","From 45 to 64 years","Slovakia","1 night or over","All countries of the world","Number","987 640",""
"2017","From 45 to 64 years","Finland","1 night or over","All countries of the world","Number","1 323 781",""
"2017","From 45 to 64 years","Sweden","1 night or over","All countries of the world","Number","2 335 694","b"
"2017","From 45 to 64 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 64 years","Norway","1 night or over","All countries of the world","Number","1 238 384",""
"2017","From 45 to 64 years","Switzerland","1 night or over","All countries of the world","Number","2 037 953",""
"2017","From 45 to 64 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2017","From 45 to 64 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2017","From 55 to 64 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","41 578 493",""
"2017","From 55 to 64 years","Belgium","1 night or over","All countries of the world","Number","914 049","b"
"2017","From 55 to 64 years","Bulgaria","1 night or over","All countries of the world","Number","293 979",""
"2017","From 55 to 64 years","Czechia","1 night or over","All countries of the world","Number","1 055 307",""
"2017","From 55 to 64 years","Denmark","1 night or over","All countries of the world","Number","538 635","e"
"2017","From 55 to 64 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","8 875 289",""
"2017","From 55 to 64 years","Estonia","1 night or over","All countries of the world","Number","100 871",""
"2017","From 55 to 64 years","Ireland","1 night or over","All countries of the world","Number","392 048",""
"2017","From 55 to 64 years","Greece","1 night or over","All countries of the world","Number","539 982",""
"2017","From 55 to 64 years","Spain","1 night or over","All countries of the world","Number","3 527 694",""
"2017","From 55 to 64 years","France","1 night or over","All countries of the world","Number","5 817 606",""
"2017","From 55 to 64 years","Croatia","1 night or over","All countries of the world","Number","217 444",""
"2017","From 55 to 64 years","Italy","1 night or over","All countries of the world","Number","3 503 072",""
"2017","From 55 to 64 years","Cyprus","1 night or over","All countries of the world","Number","56 232","e"
"2017","From 55 to 64 years","Latvia","1 night or over","All countries of the world","Number","137 157",""
"2017","From 55 to 64 years","Lithuania","1 night or over","All countries of the world","Number","170 997",""
"2017","From 55 to 64 years","Luxembourg","1 night or over","All countries of the world","Number","60 891",""
"2017","From 55 to 64 years","Hungary","1 night or over","All countries of the world","Number","708 383",""
"2017","From 55 to 64 years","Malta","1 night or over","All countries of the world","Number","37 241",""
"2017","From 55 to 64 years","Netherlands","1 night or over","All countries of the world","Number","1 874 986",""
"2017","From 55 to 64 years","Austria","1 night or over","All countries of the world","Number","873 210",""
"2017","From 55 to 64 years","Poland","1 night or over","All countries of the world","Number","2 798 476",""
"2017","From 55 to 64 years","Portugal","1 night or over","All countries of the world","Number","585 529",""
"2017","From 55 to 64 years","Romania","1 night or over","All countries of the world","Number","554 994",""
"2017","From 55 to 64 years","Slovenia","1 night or over","All countries of the world","Number","172 939",""
"2017","From 55 to 64 years","Slovakia","1 night or over","All countries of the world","Number","553 553",""
"2017","From 55 to 64 years","Finland","1 night or over","All countries of the world","Number","660 567",""
"2017","From 55 to 64 years","Sweden","1 night or over","All countries of the world","Number","1 149 499","b"
"2017","From 55 to 64 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2017","From 55 to 64 years","Norway","1 night or over","All countries of the world","Number","539 142",""
