ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"November 14, 2021",268735,626267,2779887,1175797,2491727,Sweden,First
"November 21, 2021",268735,626283,2780021,1175914,2493909,Sweden,First
"November 28, 2021",268735,626283,2780021,1175914,2493909,Sweden,First
"December 05, 2021",268735,626283,2780021,1175914,2493909,Sweden,First
"December 06, 2020",6075,4778,15914,4708,4107,Austria,Full
"December 13, 2020",19764,16436,57304,17377,13967,Austria,Full
"December 20, 2020",27857,24430,87199,26791,21174,Austria,Full
"December 27, 2020",34942,31359,112017,34679,28293,Austria,Full
"January 03, 2021",41293,37409,131945,41168,34742,Austria,Full
"January 10, 2021",47471,42260,148038,45864,39347,Austria,Full
"January 17, 2021",52791,47113,162710,49875,43100,Austria,Full
"January 24, 2021",61188,52240,178996,54385,47988,Austria,Full
"January 31, 2021",68877,57846,195694,59134,53432,Austria,Full
"February 07, 2021",77130,63842,213697,64293,59340,Austria,Full
"February 14, 2021",85068,69929,231302,69295,64482,Austria,Full
"February 21, 2021",92441,76570,251655,75466,70596,Austria,Full
"February 28, 2021",100519,83073,271982,81439,76741,Austria,Full
"March 07, 2021",107296,89501,292174,87466,82944,Austria,Full
"March 14, 2021",115397,96761,313996,94280,89952,Austria,Full
"March 21, 2021",124761,106364,341216,102347,98183,Austria,Full
"March 28, 2021",142512,130037,390445,116290,111310,Austria,Full
"April 04, 2021",164620,153338,463556,133550,127547,Austria,Full
"April 11, 2021",192411,182726,580131,159929,150464,Austria,Full
"April 18, 2021",219971,219092,712864,196381,179348,Austria,Full
"April 25, 2021",234249,257330,858696,258813,213559,Austria,Full
"May 02, 2021",242756,291081,1024690,325570,268923,Austria,Full
"May 09, 2021",251158,325567,1199749,401452,345175,Austria,Full
"May 16, 2021",256347,358329,1369620,502674,482563,Austria,Full
"May 23, 2021",259052,377274,1501338,631436,610405,Austria,Full
"May 30, 2021",260028,393494,1607250,726387,747224,Austria,Full
"June 06, 2021",260603,406266,1705691,814092,906930,Austria,Full
"June 13, 2021",261154,417347,1784253,872831,1048116,Austria,Full
"June 20, 2021",261561,426480,1852807,921700,1167116,Austria,Full
"June 27, 2021",261718,434128,1899229,953508,1272959,Austria,Full
"July 04, 2021",261865,439200,1927797,971324,1333183,Austria,Full
"July 11, 2021",261957,443277,1950074,985440,1416229,Austria,Full
"July 18, 2021",262024,445168,1959666,991882,1467113,Austria,Full
"July 25, 2021",262070,446277,1967516,997480,1512380,Austria,Full
"August 01, 2021",262279,448708,1982725,1009391,1580347,Austria,Full
"August 08, 2021",262915,453731,2008956,1025811,1670131,Austria,Full
"August 15, 2021",262977,454618,2014248,1030041,1740620,Austria,Full
"August 22, 2021",263020,455150,2018156,1034178,1825203,Austria,Full
"August 29, 2021",263047,455484,2021424,1036610,1866883,Austria,Full
"September 05, 2021",263068,455809,2025244,1039350,1890697,Austria,Full
"September 12, 2021",263081,456359,2029647,1042238,1897881,Austria,Full
"September 19, 2021",263103,457259,2037404,1047469,1905213,Austria,Full
"September 26, 2021",263117,458657,2048004,1054345,1925903,Austria,Full
"October 03, 2021",263151,461385,2076437,1072499,1964821,Austria,Full
"October 10, 2021",263213,463545,2101196,1089872,1999801,Austria,Full
"October 17, 2021",263235,464134,2107303,1094011,2006456,Austria,Full
"October 24, 2021",263239,464210,2108466,1094903,2008879,Austria,Full
"October 31, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"November 07, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"November 14, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"November 21, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"November 28, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"December 05, 2021",263240,464219,2108562,1095007,2009064,Austria,Full
"December 06, 2020",2821,1570,3969,579,638,Belgium,Full
"December 13, 2020",9876,5201,13129,2011,2160,Belgium,Full
"December 20, 2020",17701,9385,23886,3714,3968,Belgium,Full
"December 27, 2020",26317,14304,35593,5630,5936,Belgium,Full
"January 03, 2021",32925,18581,45691,7338,7548,Belgium,Full
"January 10, 2021",38196,22942,55789,9066,9209,Belgium,Full
"January 17, 2021",46485,28691,68724,11247,11320,Belgium,Full
"January 24, 2021",54005,33973,81154,13345,13516,Belgium,Full
"January 31, 2021",64594,40310,94656,15560,15738,Belgium,Full
"February 07, 2021",75737,45934,107043,17524,17727,Belgium,Full
"February 14, 2021",94509,53849,125203,20256,19803,Belgium,Full
"February 21, 2021",117886,62005,144820,23316,22181,Belgium,Full
"February 28, 2021",138513,70115,165034,26423,24428,Belgium,Full
"March 07, 2021",165847,78586,185373,29766,27001,Belgium,Full
"March 14, 2021",240536,90692,211994,34768,30871,Belgium,Full
"March 21, 2021",377847,111236,244430,41588,36488,Belgium,Full
"March 28, 2021",482193,158665,285005,49402,42054,Belgium,Full
"April 04, 2021",536046,239108,381406,117277,56154,Belgium,Full
"April 11, 2021",590643,352312,629345,154788,73785,Belgium,Full
"April 18, 2021",628885,458952,1031639,203572,122404,Belgium,Full
"April 25, 2021",642583,530247,1515664,274056,175366,Belgium,Full
"May 02, 2021",648771,567618,1813620,493793,263056,Belgium,Full
"May 09, 2021",651156,595246,2064831,670957,506933,Belgium,Full
"May 16, 2021",653811,615990,2201562,733911,606493,Belgium,Full
"May 23, 2021",656094,643837,2337484,819481,685624,Belgium,Full
"May 30, 2021",656604,654571,2489861,924609,820007,Belgium,Full
"June 06, 2021",656979,666102,2605254,1071831,1126265,Belgium,Full
"June 13, 2021",657350,676810,2695108,1158297,1365820,Belgium,Full
"June 20, 2021",657768,688039,2773996,1234688,1614141,Belgium,Full
"June 27, 2021",658154,697870,2832678,1275963,1826017,Belgium,Full
"July 04, 2021",658260,701527,2853657,1291243,2078542,Belgium,Full
"July 11, 2021",658391,704591,2872063,1305708,2301395,Belgium,Full
"July 18, 2021",658495,706613,2882640,1312630,2370575,Belgium,Full
"July 25, 2021",658596,707858,2888897,1315576,2388090,Belgium,Full
"August 01, 2021",658654,709645,2897989,1320759,2464663,Belgium,Full
"August 08, 2021",658825,712082,2910547,1327908,2501508,Belgium,Full
"August 15, 2021",659047,716426,2930404,1342126,2530862,Belgium,Full
"August 22, 2021",659262,721291,2956628,1357205,2551547,Belgium,Full
"August 29, 2021",659373,725996,2984432,1371630,2560527,Belgium,Full
"September 05, 2021",659438,729722,3007500,1382925,2568777,Belgium,Full
"September 12, 2021",659506,731653,3023161,1390744,2575916,Belgium,Full
"September 19, 2021",659690,733964,3039414,1398428,2586732,Belgium,Full
"September 26, 2021",660292,739085,3068447,1412316,2606254,Belgium,Full
"October 03, 2021",661074,745579,3105590,1431235,2656994,Belgium,Full
"October 10, 2021",661154,747343,3120662,1440388,2726264,Belgium,Full
"October 17, 2021",661166,747671,3124600,1442794,2745237,Belgium,Full
"October 24, 2021",661166,747691,3124749,1442900,2745893,Belgium,Full
"October 31, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"November 07, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"November 14, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"November 21, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"November 28, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"December 05, 2021",661166,747691,3124759,1442901,2745915,Belgium,Full
"December 06, 2020",1101,4105,21568,8398,12500,Bulgaria,Full
"December 13, 2020",2334,9595,50916,19425,27224,Bulgaria,Full
"December 20, 2020",3565,16629,84988,32113,42587,Bulgaria,Full
"December 27, 2020",4355,22280,113822,42354,54865,Bulgaria,Full
"January 03, 2021",4812,27436,141344,52200,66007,Bulgaria,Full
"January 10, 2021",5205,34539,177956,65721,79225,Bulgaria,Full
"January 17, 2021",5629,40107,207036,75906,89344,Bulgaria,Full
"January 24, 2021",6130,41824,217589,80007,95769,Bulgaria,Full
"January 31, 2021",6691,43718,227951,84202,103162,Bulgaria,Full
"February 07, 2021",7354,45820,240438,89165,111048,Bulgaria,Full
"February 14, 2021",8149,48228,254701,95093,120654,Bulgaria,Full
"February 21, 2021",9055,51217,271834,102148,132302,Bulgaria,Full
"February 28, 2021",9792,53907,287646,108732,143321,Bulgaria,Full
"March 07, 2021",10592,56874,306454,116599,155743,Bulgaria,Full
"March 14, 2021",11312,59796,325196,124533,168950,Bulgaria,Full
"March 21, 2021",11965,62282,342259,131959,181354,Bulgaria,Full
"March 28, 2021",12515,64503,357287,138761,192798,Bulgaria,Full
"April 04, 2021",13130,66620,371699,145347,205079,Bulgaria,Full
"April 11, 2021",13693,68721,385091,151801,218149,Bulgaria,Full
"April 18, 2021",14137,70557,397460,157652,230748,Bulgaria,Full
"April 25, 2021",14491,72341,410094,163881,245046,Bulgaria,Full
"May 02, 2021",14613,74212,422534,170178,260573,Bulgaria,Full
"May 09, 2021",14755,76170,435868,177227,279636,Bulgaria,Full
"May 16, 2021",14848,78181,450075,184497,300749,Bulgaria,Full
"May 23, 2021",14960,80381,467717,193823,329533,Bulgaria,Full
"May 30, 2021",15099,83054,491879,206942,370893,Bulgaria,Full
"June 06, 2021",15099,85712,515589,219486,408678,Bulgaria,Full
"June 13, 2021",15099,87957,534067,229116,432975,Bulgaria,Full
"June 20, 2021",15099,90236,558657,244132,479541,Bulgaria,Full
"June 27, 2021",15099,92493,589171,265037,548940,Bulgaria,Full
"July 04, 2021",15099,93976,607926,278532,590953,Bulgaria,Full
"July 11, 2021",15099,94983,623420,288528,616641,Bulgaria,Full
"July 18, 2021",15099,95808,636516,296214,630409,Bulgaria,Full
"July 25, 2021",15099,96188,642536,299918,635574,Bulgaria,Full
"August 01, 2021",15099,96476,647425,302992,639690,Bulgaria,Full
"August 08, 2021",15099,96788,652035,305920,644489,Bulgaria,Full
"August 15, 2021",15099,97180,657487,309900,651642,Bulgaria,Full
"August 22, 2021",15099,97421,661698,312981,656899,Bulgaria,Full
"August 29, 2021",15099,97545,664639,315526,659643,Bulgaria,Full
"September 05, 2021",15099,97656,668897,319725,663743,Bulgaria,Full
"September 12, 2021",15099,97735,671995,322907,667786,Bulgaria,Full
"September 19, 2021",15099,97797,673940,324699,670259,Bulgaria,Full
"September 26, 2021",15099,97838,675045,325657,671461,Bulgaria,Full
"October 03, 2021",15099,97882,676333,327062,673032,Bulgaria,Full
"October 10, 2021",15099,97995,679008,329685,676093,Bulgaria,Full
"October 17, 2021",15099,98035,680425,331274,677554,Bulgaria,Full
"October 24, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"October 31, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"November 07, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"November 14, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"November 21, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"November 28, 2021",15099,98035,680457,331306,677593,Bulgaria,Full
"December 06, 2020",240,717,2928,1042,1497,Croatia,Full
"December 13, 2020",2337,5650,23619,8720,11808,Croatia,Full
"December 20, 2020",3674,9184,38374,14002,18954,Croatia,Full
"December 27, 2020",4421,12966,54746,19683,25157,Croatia,Full
"January 03, 2021",5155,16917,72361,25992,31818,Croatia,Full
"January 10, 2021",5938,19718,83152,29667,36298,Croatia,Full
"January 17, 2021",6625,22591,93554,33421,41055,Croatia,Full
"January 24, 2021",7215,24772,101689,36413,45230,Croatia,Full
"January 31, 2021",7798,26810,109992,39374,49338,Croatia,Full
"February 07, 2021",8372,28907,119333,42611,53584,Croatia,Full
"February 14, 2021",8888,31378,128717,46271,58007,Croatia,Full
"February 21, 2021",9363,34039,138744,50034,62776,Croatia,Full
"February 28, 2021",9784,36515,148177,53593,67244,Croatia,Full
"March 07, 2021",10152,38738,156959,56757,71150,Croatia,Full
"March 14, 2021",10626,41344,166876,60596,75878,Croatia,Full
"March 21, 2021",11246,44754,179539,65261,81796,Croatia,Full
"March 28, 2021",11846,48216,192354,70586,88200,Croatia,Full
"April 04, 2021",12501,51802,206135,76449,95407,Croatia,Full
"April 11, 2021",13011,55095,219893,83053,103760,Croatia,Full
"April 18, 2021",13829,60268,241832,94021,117701,Croatia,Full
"April 25, 2021",14897,67615,271645,107521,135108,Croatia,Full
"May 02, 2021",15530,73870,302064,120418,151182,Croatia,Full
"May 09, 2021",16153,82726,345648,141597,182003,Croatia,Full
"May 16, 2021",16499,91011,402390,172592,224854,Croatia,Full
"May 23, 2021",16741,97499,453855,202819,268507,Croatia,Full
"May 30, 2021",16903,103279,515012,244136,335589,Croatia,Full
"June 06, 2021",16999,107470,561268,277210,404823,Croatia,Full
"June 13, 2021",17046,109666,578658,292061,451164,Croatia,Full
"June 20, 2021",17072,111000,594327,306944,512793,Croatia,Full
"June 27, 2021",17091,111881,603650,316042,565473,Croatia,Full
"July 04, 2021",17114,112428,611030,323464,619216,Croatia,Full
"July 11, 2021",17125,113292,617926,330143,668509,Croatia,Full
"July 18, 2021",17142,113630,621747,334054,700151,Croatia,Full
"July 25, 2021",17159,113877,624750,337064,726716,Croatia,Full
"August 01, 2021",17178,114112,627831,340062,755975,Croatia,Full
"August 08, 2021",17180,114251,629440,341324,768075,Croatia,Full
"August 15, 2021",17183,114375,630964,342523,778537,Croatia,Full
"August 22, 2021",17186,114463,632197,343581,785486,Croatia,Full
"August 29, 2021",17194,114651,634749,345420,795905,Croatia,Full
"September 05, 2021",17198,114879,637375,347305,802615,Croatia,Full
"September 12, 2021",17203,114951,638515,348099,804852,Croatia,Full
"September 19, 2021",17206,115001,639063,348485,806051,Croatia,Full
"September 26, 2021",17207,115087,640559,349531,808666,Croatia,Full
"October 03, 2021",17217,115384,645810,353056,815091,Croatia,Full
"October 10, 2021",17223,115716,651129,356635,821139,Croatia,Full
"October 17, 2021",17229,115991,656328,359929,827391,Croatia,Full
"October 24, 2021",17229,116126,659126,361718,833913,Croatia,Full
"October 31, 2021",17229,116128,659165,361748,834240,Croatia,Full
"November 07, 2021",17229,116129,659184,361754,834242,Croatia,Full
"November 14, 2021",17229,116129,659189,361755,834242,Croatia,Full
"November 21, 2021",17229,116129,659195,361755,834242,Croatia,Full
"November 28, 2021",17229,116129,659195,361755,834242,Croatia,Full
"December 05, 2021",17229,116129,659195,361755,834242,Croatia,Full
"December 06, 2020",474,517,2373,529,283,Cyprus,Full
"December 13, 2020",903,904,4136,905,567,Cyprus,Full
"December 20, 2020",1308,1247,5422,1137,807,Cyprus,Full
"December 27, 2020",1697,1662,6785,1394,1070,Cyprus,Full
"January 03, 2021",1983,2045,8050,1627,1326,Cyprus,Full
"January 10, 2021",2269,2495,9345,1903,1576,Cyprus,Full
"January 17, 2021",2675,2790,10372,2141,1837,Cyprus,Full
"January 24, 2021",3241,3319,12123,2522,2265,Cyprus,Full
"January 31, 2021",4250,4192,14576,3008,2835,Cyprus,Full
"February 07, 2021",6043,5233,17795,3713,3538,Cyprus,Full
"February 14, 2021",7438,6439,21379,4372,4222,Cyprus,Full
"February 21, 2021",9160,7666,24406,4989,4812,Cyprus,Full
"February 28, 2021",11212,9031,28170,5733,5600,Cyprus,Full
"March 07, 2021",13214,10677,32285,6483,6355,Cyprus,Full
"March 14, 2021",14988,13506,39421,7594,7492,Cyprus,Full
"March 21, 2021",15584,16667,46993,8863,8831,Cyprus,Full
"March 28, 2021",16343,20046,56422,10676,10481,Cyprus,Full
"April 04, 2021",17669,23605,67089,13126,12613,Cyprus,Full
"April 11, 2021",18912,25767,74171,14729,14140,Cyprus,Full
"April 18, 2021",19781,27636,80881,16644,16127,Cyprus,Full
"April 25, 2021",19809,29285,90478,19721,18813,Cyprus,Full
"May 02, 2021",19862,33223,112161,25681,27329,Cyprus,Full
"May 09, 2021",19864,35416,136242,29463,33867,Cyprus,Full
"May 16, 2021",19865,37580,153686,33343,39329,Cyprus,Full
"May 23, 2021",19867,46804,163165,46055,45284,Cyprus,Full
"May 30, 2021",19868,51391,174824,50821,54559,Cyprus,Full
"June 06, 2021",19872,51478,199004,53339,64061,Cyprus,Full
"June 13, 2021",19877,51625,220646,61151,83107,Cyprus,Full
"June 20, 2021",19880,51746,245376,69210,102423,Cyprus,Full
"June 27, 2021",19881,51943,251099,80651,113131,Cyprus,Full
"July 04, 2021",19885,51997,252571,87255,121270,Cyprus,Full
"July 11, 2021",19895,52117,255248,88768,127277,Cyprus,Full
"July 18, 2021",19902,52147,255758,89302,128691,Cyprus,Full
"July 25, 2021",19902,52150,255800,89328,134312,Cyprus,Full
"August 01, 2021",19902,52151,255832,89340,139722,Cyprus,Full
"August 08, 2021",19902,52153,255881,89359,145464,Cyprus,Full
"August 15, 2021",19902,52155,255915,89379,149332,Cyprus,Full
"August 22, 2021",19902,52157,255940,89395,153647,Cyprus,Full
"August 29, 2021",19902,52163,255992,89456,157600,Cyprus,Full
"September 05, 2021",19902,52174,256254,89615,163158,Cyprus,Full
"September 12, 2021",19902,52191,256519,89752,166402,Cyprus,Full
"September 19, 2021",19902,52205,256676,89837,170545,Cyprus,Full
"September 26, 2021",19902,52234,256990,90012,174632,Cyprus,Full
"October 03, 2021",19902,52250,257638,90339,177971,Cyprus,Full
"October 10, 2021",19902,52279,258658,90801,179308,Cyprus,Full
"October 17, 2021",19902,52300,259386,91160,180571,Cyprus,Full
"October 24, 2021",19902,52304,259441,91172,180824,Cyprus,Full
"October 31, 2021",19902,52304,259442,91172,180824,Cyprus,Full
"November 07, 2021",19902,52304,259442,91172,180824,Cyprus,Full
"November 14, 2021",19902,52304,259442,91172,180824,Cyprus,Full
"November 21, 2021",19902,52304,259442,91172,180824,Cyprus,Full
"November 28, 2021",19902,52304,259442,91172,180824,Cyprus,Full
"December 06, 2020",4614,3872,13269,2945,3746,Czech Republic,Full
"December 13, 2020",14843,13535,47779,10621,12606,Czech Republic,Full
"December 20, 2020",24126,25554,92007,20935,22329,Czech Republic,Full
"December 27, 2020",30427,34767,125721,28482,28947,Czech Republic,Full
"January 03, 2021",34989,41408,153163,34878,34830,Czech Republic,Full
"January 10, 2021",38800,47680,178089,41291,40793,Czech Republic,Full
"January 17, 2021",41480,52178,196478,46125,45073,Czech Republic,Full
"January 24, 2021",44688,55528,209535,49553,48679,Czech Republic,Full
"January 31, 2021",49074,58904,221320,52468,52392,Czech Republic,Full
"February 07, 2021",55019,62863,234326,55612,56437,Czech Republic,Full
"February 14, 2021",62483,67253,247739,58892,60428,Czech Republic,Full
"February 21, 2021",72513,72803,264269,62866,65151,Czech Republic,Full
"February 28, 2021",84404,79926,284459,67914,71045,Czech Republic,Full
"March 07, 2021",98030,88935,309343,73695,77449,Czech Republic,Full
"March 14, 2021",121589,101917,345700,81833,86685,Czech Republic,Full
"March 21, 2021",158049,127941,416608,97207,104307,Czech Republic,Full
"March 28, 2021",199187,161472,503430,116485,126555,Czech Republic,Full
"April 04, 2021",235599,206329,602202,137324,151586,Czech Republic,Full
"April 11, 2021",260086,256138,712528,156694,177243,Czech Republic,Full
"April 18, 2021",272716,306817,856727,177846,209585,Czech Republic,Full
"April 25, 2021",281233,347838,1090207,208800,255828,Czech Republic,Full
"May 02, 2021",284740,365894,1366846,251859,321208,Czech Republic,Full
"May 09, 2021",285517,372246,1578995,299856,376701,Czech Republic,Full
"May 16, 2021",286341,379594,1839966,410629,488210,Czech Republic,Full
"May 23, 2021",286813,384992,1965171,612301,638707,Czech Republic,Full
"May 30, 2021",287164,389622,2023758,764772,863944,Czech Republic,Full
"June 06, 2021",287403,394036,2067822,806213,1128801,Czech Republic,Full
"June 13, 2021",287651,398137,2119211,838623,1342416,Czech Republic,Full
"June 20, 2021",287756,400929,2162453,867436,1499737,Czech Republic,Full
"June 27, 2021",287802,402368,2181743,879643,1576612,Czech Republic,Full
"July 04, 2021",287833,403075,2189344,884999,1608443,Czech Republic,Full
"July 11, 2021",287864,403766,2197001,890583,1640972,Czech Republic,Full
"July 18, 2021",287892,404769,2210309,898189,1684342,Czech Republic,Full
"July 25, 2021",287917,406296,2226061,906760,1742750,Czech Republic,Full
"August 01, 2021",287986,408158,2249921,922080,1845531,Czech Republic,Full
"August 08, 2021",288031,410539,2273053,936824,1950404,Czech Republic,Full
"August 15, 2021",288083,412302,2295247,951455,2046382,Czech Republic,Full
"August 22, 2021",288096,413245,2309737,961709,2106595,Czech Republic,Full
"August 29, 2021",288160,414155,2319464,966550,2150458,Czech Republic,Full
"September 05, 2021",288178,414690,2326085,970238,2177093,Czech Republic,Full
"September 12, 2021",288181,414997,2329919,972182,2194292,Czech Republic,Full
"September 19, 2021",288189,415442,2334892,974950,2217135,Czech Republic,Full
"September 26, 2021",288204,416130,2342780,979655,2248219,Czech Republic,Full
"October 03, 2021",288230,417252,2359611,988922,2292867,Czech Republic,Full
"October 10, 2021",288243,418810,2384122,1000868,2312556,Czech Republic,Full
"October 17, 2021",288248,419484,2398654,1007424,2318587,Czech Republic,Full
"October 24, 2021",288250,419791,2404724,1009914,2321462,Czech Republic,Full
"October 31, 2021",288250,419817,2405093,1010056,2321573,Czech Republic,Full
"November 07, 2021",288250,419817,2405093,1010057,2321575,Czech Republic,Full
"November 14, 2021",288250,419817,2405093,1010057,2321575,Czech Republic,Full
"November 21, 2021",288250,419817,2405093,1010057,2321575,Czech Republic,Full
"November 28, 2021",288250,419817,2405093,1010057,2321575,Czech Republic,Full
"December 05, 2021",288250,419817,2405093,1010057,2321575,Czech Republic,Full
"December 06, 2020",5546,2725,8858,1063,707,Denmark,Full
"December 13, 2020",9061,4319,14753,1704,1121,Denmark,Full
"December 20, 2020",11875,5870,20284,2323,1508,Denmark,Full
"December 27, 2020",14209,7365,25530,2859,1855,Denmark,Full
"January 03, 2021",16289,8398,29600,3325,2170,Denmark,Full
"January 10, 2021",19122,9430,33953,3783,2513,Denmark,Full
"January 17, 2021",21559,10395,38380,4229,2835,Denmark,Full
"January 24, 2021",24717,11607,43947,4788,3248,Denmark,Full
"January 31, 2021",28785,13117,50296,5406,3693,Denmark,Full
"February 07, 2021",35076,15127,60042,6195,4314,Denmark,Full
"February 14, 2021",43921,17958,73843,7270,5152,Denmark,Full
"February 21, 2021",56743,21485,91469,8524,6111,Denmark,Full
"February 28, 2021",74413,26131,116499,10092,6992,Denmark,Full
"March 07, 2021",105646,33207,165119,12211,8198,Denmark,Full
"March 14, 2021",143365,45517,253514,15079,9754,Denmark,Full
"March 21, 2021",187040,69962,410170,19550,12181,Denmark,Full
"March 28, 2021",218813,111780,661515,26865,15636,Denmark,Full
"April 04, 2021",238603,159826,836906,35141,18340,Denmark,Full
"April 11, 2021",254586,237152,977891,52584,22137,Denmark,Full
"April 18, 2021",277839,325627,1134850,96283,28827,Denmark,Full
"April 25, 2021",295191,374419,1238707,209499,39983,Denmark,Full
"May 02, 2021",302972,382567,1277993,369897,70660,Denmark,Full
"May 09, 2021",304342,384270,1287955,546054,138234,Denmark,Full
"May 16, 2021",304418,385387,1295901,622240,244126,Denmark,Full
"May 23, 2021",304464,386979,1310962,630182,366294,Denmark,Full
"May 30, 2021",304530,389525,1332650,634166,472390,Denmark,Full
"June 06, 2021",304584,391917,1350273,640212,555230,Denmark,Full
"June 13, 2021",304616,394900,1368231,649637,593174,Denmark,Full
"June 20, 2021",304649,398499,1392152,663813,702420,Denmark,Full
"June 27, 2021",304697,400746,1407725,673253,850821,Denmark,Full
"July 04, 2021",304750,402820,1422033,682107,1019547,Denmark,Full
"July 11, 2021",304784,403466,1426130,685148,1094051,Denmark,Full
"July 18, 2021",304821,404145,1430843,689450,1157254,Denmark,Full
"July 25, 2021",304860,405134,1436706,693794,1198438,Denmark,Full
"August 01, 2021",304919,406221,1443543,698493,1225382,Denmark,Full
"August 08, 2021",304975,406989,1448436,702647,1255761,Denmark,Full
"August 15, 2021",305027,407926,1455090,708534,1294076,Denmark,Full
"August 22, 2021",305057,408644,1460091,712791,1344349,Denmark,Full
"August 29, 2021",305060,408980,1462361,714482,1388253,Denmark,Full
"September 05, 2021",305086,409200,1464404,715637,1400636,Denmark,Full
"September 12, 2021",305092,409488,1466475,716851,1405207,Denmark,Full
"September 19, 2021",305099,409705,1468918,718104,1408529,Denmark,Full
"September 26, 2021",305107,410409,1478603,722911,1422849,Denmark,Full
"October 03, 2021",305113,411592,1494640,732871,1453101,Denmark,Full
"October 10, 2021",305117,412715,1510210,742763,1477538,Denmark,Full
"October 17, 2021",305121,413125,1516147,746385,1487841,Denmark,Full
"October 24, 2021",305121,413125,1516159,746387,1487848,Denmark,Full
"October 31, 2021",305121,413125,1516163,746387,1487849,Denmark,Full
"November 07, 2021",305121,413125,1516163,746388,1487849,Denmark,Full
"November 14, 2021",305121,413125,1516164,746388,1487849,Denmark,Full
"November 21, 2021",305121,413125,1516164,746388,1487849,Denmark,Full
"November 28, 2021",305121,413125,1516164,746388,1487849,Denmark,Full
"December 05, 2021",305121,413125,1516164,746388,1487849,Denmark,Full
"December 06, 2020",480,404,1714,541,1113,Estonia,Full
"December 13, 2020",1223,1131,5027,1523,2829,Estonia,Full
"December 20, 2020",1769,1725,8028,2424,4344,Estonia,Full
"December 27, 2020",2187,2294,10839,3300,5893,Estonia,Full
"January 03, 2021",2536,2896,13541,4197,7600,Estonia,Full
"January 10, 2021",3166,3747,17206,5242,9492,Estonia,Full
"January 17, 2021",3859,4912,21876,6548,11407,Estonia,Full
"January 24, 2021",4635,6069,26912,7894,13156,Estonia,Full
"January 31, 2021",5483,7204,31001,9016,14601,Estonia,Full
"February 07, 2021",7035,8633,35752,10225,16041,Estonia,Full
"February 14, 2021",9007,10260,41405,11753,17882,Estonia,Full
"February 21, 2021",12358,12864,50827,14316,20943,Estonia,Full
"February 28, 2021",15805,15160,59482,16680,23384,Estonia,Full
"March 07, 2021",19216,17059,66591,18696,25617,Estonia,Full
"March 14, 2021",22795,18822,73478,20564,27655,Estonia,Full
"March 21, 2021",25742,20809,79767,22391,29685,Estonia,Full
"March 28, 2021",28037,22628,85570,24083,31496,Estonia,Full
"April 04, 2021",30985,24596,93543,26329,33782,Estonia,Full
"April 11, 2021",33149,26452,101576,28416,35700,Estonia,Full
"April 18, 2021",34971,28940,111154,30635,37811,Estonia,Full
"April 25, 2021",36979,32945,126185,33494,40563,Estonia,Full
"May 02, 2021",38400,36946,141925,36068,42897,Estonia,Full
"May 09, 2021",39754,41464,159751,38690,46083,Estonia,Full
"May 16, 2021",40225,43478,184347,43507,54295,Estonia,Full
"May 23, 2021",40389,44953,193878,49021,61902,Estonia,Full
"May 30, 2021",40601,47055,213427,64837,78025,Estonia,Full
"June 06, 2021",40744,49152,227641,77437,96200,Estonia,Full
"June 13, 2021",40744,50687,237613,84179,112617,Estonia,Full
"June 20, 2021",40744,52570,247051,89821,131844,Estonia,Full
"June 27, 2021",40744,53380,255178,93972,150226,Estonia,Full
"July 04, 2021",40744,53786,259485,97128,163222,Estonia,Full
"July 11, 2021",40744,54493,266206,102914,185470,Estonia,Full
"July 18, 2021",40744,55447,273346,107873,198744,Estonia,Full
"July 25, 2021",40744,55787,278062,110834,205737,Estonia,Full
"August 01, 2021",40744,55978,281368,113397,210749,Estonia,Full
"August 08, 2021",40744,56058,282187,113993,215654,Estonia,Full
"August 15, 2021",40744,56113,282662,114375,223021,Estonia,Full
"August 22, 2021",40744,56174,283131,114647,226288,Estonia,Full
"August 29, 2021",40744,56264,283549,114891,230199,Estonia,Full
"September 05, 2021",40744,56345,284312,115409,237839,Estonia,Full
"September 12, 2021",40744,56714,285595,116184,245492,Estonia,Full
"September 19, 2021",40744,56946,287618,117431,249794,Estonia,Full
"September 26, 2021",40744,57099,288918,118278,251640,Estonia,Full
"October 03, 2021",40744,57221,290040,119075,254361,Estonia,Full
"October 10, 2021",40744,57519,292370,120559,257543,Estonia,Full
"October 17, 2021",40744,57915,295947,122467,259720,Estonia,Full
"October 24, 2021",40744,58001,297076,123042,260322,Estonia,Full
