ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"December 06, 2020",11087,1615,5970,1897,3132,Austria,First
"December 13, 2020",48345,6012,23740,7518,12028,Austria,First
"December 20, 2020",81882,12434,49565,15931,22850,Austria,First
"December 27, 2020",104357,25921,97226,29247,35105,Austria,First
"January 03, 2021",125715,45279,159527,46112,46604,Austria,First
"January 10, 2021",136753,55995,196466,55804,51650,Austria,First
"January 17, 2021",143902,62642,220077,62011,55039,Austria,First
"January 24, 2021",149609,67139,235153,66151,58352,Austria,First
"January 31, 2021",155039,70741,246085,69132,61565,Austria,First
"February 07, 2021",161157,75237,258599,72617,65505,Austria,First
"February 14, 2021",168763,80218,273167,76746,69833,Austria,First
"February 21, 2021",177721,85871,289754,81493,74886,Austria,First
"February 28, 2021",186859,92337,309097,87040,80508,Austria,First
"March 07, 2021",195696,97591,324804,91391,85076,Austria,First
"March 14, 2021",204367,102265,338258,95356,89124,Austria,First
"March 21, 2021",212518,106484,350693,99253,93323,Austria,First
"March 28, 2021",219652,110483,362877,102968,97330,Austria,First
"April 04, 2021",225601,114066,373355,106298,100903,Austria,First
"April 11, 2021",234448,119746,388872,111109,105802,Austria,First
"April 18, 2021",243491,126268,405816,116139,111483,Austria,First
"April 25, 2021",255443,137817,437612,125328,120411,Austria,First
"May 02, 2021",277822,151523,471621,135467,129739,Austria,First
"May 09, 2021",293648,177987,529198,149121,141422,Austria,First
"May 16, 2021",320636,203249,618245,166149,155564,Austria,First
"May 23, 2021",343488,232503,732663,186158,170251,Austria,First
"May 30, 2021",360666,263495,863587,223825,190872,Austria,First
"June 06, 2021",370702,298318,1006410,286805,212441,Austria,First
"June 13, 2021",376169,326245,1159589,354550,246217,Austria,First
"June 20, 2021",378313,344688,1280012,414463,287876,Austria,First
"June 27, 2021",380683,363270,1425110,511473,373370,Austria,First
"July 04, 2021",381844,378691,1526949,620678,457709,Austria,First
"July 11, 2021",382691,392003,1621064,718735,579375,Austria,First
"July 18, 2021",383174,400453,1678397,785660,734415,Austria,First
"July 25, 2021",383649,406601,1731011,838291,914439,Austria,First
"August 01, 2021",383868,410052,1764400,868976,1123149,Austria,First
"August 08, 2021",383990,412370,1781799,884645,1302872,Austria,First
"August 15, 2021",384068,414900,1799102,898917,1411709,Austria,First
"August 22, 2021",384194,419397,1835661,924515,1499951,Austria,First
"August 29, 2021",384386,424302,1876198,952252,1617256,Austria,First
"September 05, 2021",385086,434004,1937716,987270,1737855,Austria,First
"September 12, 2021",385146,439463,1970114,1007786,1833540,Austria,First
"September 19, 2021",385203,446080,2002904,1026020,1882313,Austria,First
"September 26, 2021",385249,449450,2023019,1037757,1910411,Austria,First
"October 03, 2021",385270,452026,2033943,1044090,1919181,Austria,First
"October 10, 2021",385291,452848,2040352,1048462,1926072,Austria,First
"October 17, 2021",385299,454008,2049495,1053979,1941699,Austria,First
"October 24, 2021",385336,456967,2079111,1072692,1983569,Austria,First
"October 31, 2021",385408,459200,2103154,1090508,2024313,Austria,First
"November 07, 2021",385433,459986,2113536,1097038,2032752,Austria,First
"November 14, 2021",385439,460073,2114827,1098053,2035581,Austria,First
"November 21, 2021",385439,460073,2114827,1098053,2035581,Austria,First
"November 28, 2021",385439,460073,2114827,1098053,2035581,Austria,First
"December 05, 2021",385439,460073,2114827,1098053,2035581,Austria,First
"December 06, 2020",1321,724,1884,385,427,Belgium,First
"December 13, 2020",6192,3002,8475,1579,1995,Belgium,First
"December 20, 2020",13255,6485,18125,3165,3846,Belgium,First
"December 27, 2020",21660,10714,28808,4824,5759,Belgium,First
"January 03, 2021",28321,14010,36902,5972,7139,Belgium,First
"January 10, 2021",35224,17659,45472,7225,8514,Belgium,First
"January 17, 2021",43455,21380,54508,8605,10268,Belgium,First
"January 24, 2021",49487,24888,62416,9744,11685,Belgium,First
"January 31, 2021",55915,28799,70176,10835,13017,Belgium,First
"February 07, 2021",62690,32816,78228,11969,14259,Belgium,First
"February 14, 2021",71704,37926,89155,13566,15677,Belgium,First
"February 21, 2021",81803,43381,99696,15134,16966,Belgium,First
"February 28, 2021",91322,48017,108727,16316,17894,Belgium,First
"March 07, 2021",105929,53311,120210,17790,18968,Belgium,First
"March 14, 2021",126936,59932,134419,19386,20114,Belgium,First
"March 21, 2021",148914,66235,149195,21052,21372,Belgium,First
"March 28, 2021",174796,72543,165042,22998,22879,Belgium,First
"April 04, 2021",226160,80395,182950,25954,25148,Belgium,First
"April 11, 2021",330279,90271,202962,29349,28248,Belgium,First
"April 18, 2021",426679,100990,221589,32698,31358,Belgium,First
"April 25, 2021",501948,118526,241718,36372,35064,Belgium,First
"May 02, 2021",562378,170509,274314,40741,39881,Belgium,First
"May 09, 2021",590384,256724,318958,44964,44226,Belgium,First
"May 16, 2021",633391,373850,549001,51162,48526,Belgium,First
"May 23, 2021",666797,481879,970249,61929,54335,Belgium,First
"May 30, 2021",672659,543353,1491491,93038,63085,Belgium,First
"June 06, 2021",674489,571289,1774650,256767,82658,Belgium,First
"June 13, 2021",675629,590661,1992612,426910,152230,Belgium,First
"June 20, 2021",676070,598784,2130341,482126,177726,Belgium,First
"June 27, 2021",676444,603963,2278795,723738,220603,Belgium,First
"July 04, 2021",676895,610100,2390364,855456,284921,Belgium,First
"July 11, 2021",677308,615657,2473790,991392,536323,Belgium,First
"July 18, 2021",677705,621313,2505710,1069109,784846,Belgium,First
"July 25, 2021",677877,626524,2528929,1127845,1096178,Belgium,First
"August 01, 2021",677984,631019,2544626,1152985,1451962,Belgium,First
"August 08, 2021",678098,634165,2561486,1166292,1805755,Belgium,First
"August 15, 2021",678257,637712,2580987,1177654,2051004,Belgium,First
"August 22, 2021",678379,642835,2605451,1192007,2258804,Belgium,First
"August 29, 2021",678607,651949,2643228,1215419,2425886,Belgium,First
"September 05, 2021",678903,662220,2702008,1242508,2477691,Belgium,First
"September 12, 2021",679171,673529,2773524,1274094,2504120,Belgium,First
"September 19, 2021",679285,680213,2824810,1296524,2512889,Belgium,First
"September 26, 2021",679348,684385,2850894,1308153,2519789,Belgium,First
"October 03, 2021",679416,686233,2866001,1316352,2527277,Belgium,First
"October 10, 2021",679587,688956,2886245,1325966,2538697,Belgium,First
"October 17, 2021",680206,693985,2914290,1339448,2558286,Belgium,First
"October 24, 2021",681014,700995,2955830,1360056,2610740,Belgium,First
"October 31, 2021",681101,702850,2971283,1369380,2683194,Belgium,First
"November 07, 2021",681112,703195,2975500,1371906,2703342,Belgium,First
"November 14, 2021",681112,703215,2975636,1372006,2704022,Belgium,First
"November 21, 2021",681112,703215,2975636,1372006,2704022,Belgium,First
"November 28, 2021",681112,703215,2975636,1372006,2704022,Belgium,First
"December 05, 2021",681112,703215,2975636,1372006,2704022,Belgium,First
"December 06, 2020",1238,1361,7094,2944,6366,Bulgaria,First
"December 13, 2020",2158,2947,15479,6402,13625,Bulgaria,First
"December 20, 2020",3033,4802,25698,10657,21792,Bulgaria,First
"December 27, 2020",4053,7019,38523,16266,32087,Bulgaria,First
"January 03, 2021",5331,10319,56687,24124,44234,Bulgaria,First
"January 10, 2021",6643,15514,81575,34347,57873,Bulgaria,First
"January 17, 2021",7656,19510,100455,41358,66984,Bulgaria,First
"January 24, 2021",8029,20190,105571,43596,71686,Bulgaria,First
"January 31, 2021",8360,20750,109612,45538,75872,Bulgaria,First
"February 07, 2021",8841,21360,114002,47588,80376,Bulgaria,First
"February 14, 2021",9304,22046,118048,49698,84983,Bulgaria,First
"February 21, 2021",9881,23204,123655,52325,90986,Bulgaria,First
"February 28, 2021",10539,24300,129780,55074,96980,Bulgaria,First
"March 07, 2021",11415,25700,138314,59084,105144,Bulgaria,First
"March 14, 2021",12348,27251,148003,63708,114614,Bulgaria,First
"March 21, 2021",13125,28513,156468,67971,123978,Bulgaria,First
"March 28, 2021",13941,29726,165128,72583,133847,Bulgaria,First
"April 04, 2021",14709,31091,174386,77647,144735,Bulgaria,First
"April 11, 2021",15397,32448,183711,82504,155153,Bulgaria,First
"April 18, 2021",15965,33664,191367,86866,164450,Bulgaria,First
"April 25, 2021",16593,34869,199303,91226,174437,Bulgaria,First
"May 02, 2021",17188,36138,206974,95716,185734,Bulgaria,First
"May 09, 2021",17672,37199,213660,99461,195735,Bulgaria,First
"May 16, 2021",18058,38153,220083,103342,206882,Bulgaria,First
"May 23, 2021",18191,39314,227527,107564,219086,Bulgaria,First
"May 30, 2021",18335,40701,236491,112495,235017,Bulgaria,First
"June 06, 2021",18335,42087,246366,117870,252495,Bulgaria,First
"June 13, 2021",18335,43335,256587,123653,272977,Bulgaria,First
"June 20, 2021",18335,45106,271919,132204,302662,Bulgaria,First
"June 27, 2021",18335,47064,288827,141315,330156,Bulgaria,First
"July 04, 2021",18335,48929,301935,147740,346327,Bulgaria,First
"July 11, 2021",18335,50551,317764,156209,369522,Bulgaria,First
"July 18, 2021",18335,51765,332578,164521,394546,Bulgaria,First
"July 25, 2021",18335,52837,345943,172718,422373,Bulgaria,First
"August 01, 2021",18335,54083,360489,181667,454310,Bulgaria,First
"August 08, 2021",18335,55590,378329,191808,479113,Bulgaria,First
"August 15, 2021",18335,56977,394899,201477,502062,Bulgaria,First
"August 22, 2021",18335,57432,401677,205437,508062,Bulgaria,First
"August 29, 2021",18335,58273,411794,212853,531552,Bulgaria,First
"September 05, 2021",18335,59309,425794,223887,568913,Bulgaria,First
"September 12, 2021",18335,61009,447708,239949,611636,Bulgaria,First
"September 19, 2021",18335,61790,462517,250289,623241,Bulgaria,First
"September 26, 2021",18335,61936,468165,255162,627607,Bulgaria,First
"October 03, 2021",18335,62039,471641,258738,632055,Bulgaria,First
"October 10, 2021",18335,62092,473620,260591,634668,Bulgaria,First
"October 17, 2021",18335,62144,474712,261499,635799,Bulgaria,First
"October 24, 2021",18335,62197,476213,263077,637544,Bulgaria,First
"October 31, 2021",18335,62317,479023,265777,640647,Bulgaria,First
"November 07, 2021",18335,62359,480532,267445,642167,Bulgaria,First
"November 14, 2021",18335,62359,480532,267445,642167,Bulgaria,First
"November 21, 2021",18335,62359,480532,267445,642167,Bulgaria,First
"November 28, 2021",18335,62359,480532,267445,642167,Bulgaria,First
"December 06, 2020",83,217,548,161,437,Croatia,First
"December 13, 2020",1346,2671,8316,2899,6379,Croatia,First
"December 20, 2020",2878,6188,21550,8032,15620,Croatia,First
"December 27, 2020",5360,12885,47075,16961,27940,Croatia,First
"January 03, 2021",8852,21300,84794,30448,44468,Croatia,First
"January 10, 2021",11262,24557,99718,35453,51372,Croatia,First
"January 17, 2021",12308,26492,107805,38313,55022,Croatia,First
"January 24, 2021",13068,27837,112905,40178,57523,Croatia,First
"January 31, 2021",13724,29293,117971,41899,60064,Croatia,First
"February 07, 2021",14438,31502,124592,44453,63537,Croatia,First
"February 14, 2021",15153,33843,131570,47040,67179,Croatia,First
"February 21, 2021",15803,35960,138121,49500,70803,Croatia,First
"February 28, 2021",16463,37639,144939,52178,74479,Croatia,First
"March 07, 2021",16924,39149,150531,54417,77657,Croatia,First
"March 14, 2021",17627,40811,156909,56926,81043,Croatia,First
"March 21, 2021",18181,42627,164119,59717,84609,Croatia,First
"March 28, 2021",18615,44139,169809,62038,87431,Croatia,First
"April 04, 2021",18946,45465,174722,63860,89868,Croatia,First
"April 11, 2021",19306,46918,179788,65851,92483,Croatia,First
"April 18, 2021",19797,49197,187687,68917,96361,Croatia,First
"April 25, 2021",20393,52019,197338,73036,101441,Croatia,First
"May 02, 2021",21086,55389,208937,78107,107618,Croatia,First
"May 09, 2021",21926,59811,225281,85243,116396,Croatia,First
"May 16, 2021",22662,62979,237444,90988,124282,Croatia,First
"May 23, 2021",23292,65242,245873,94895,129229,Croatia,First
"May 30, 2021",23932,68461,259071,100892,137029,Croatia,First
"June 06, 2021",24870,76473,283718,111397,149729,Croatia,First
"June 13, 2021",25280,82018,310476,122146,163009,Croatia,First
"June 20, 2021",25676,90013,354898,142142,186303,Croatia,First
"June 27, 2021",25923,98999,420084,176349,222395,Croatia,First
"July 04, 2021",26118,106617,494126,218880,274098,Croatia,First
"July 11, 2021",26233,110723,551399,262776,342610,Croatia,First
"July 18, 2021",26259,112143,572999,281531,384760,Croatia,First
"July 25, 2021",26296,113988,585564,294099,429758,Croatia,First
"August 01, 2021",26319,114985,598119,307745,480582,Croatia,First
"August 08, 2021",26328,115403,604712,316166,520052,Croatia,First
"August 15, 2021",26342,115983,609780,322241,563437,Croatia,First
"August 22, 2021",26355,116415,614874,327980,605997,Croatia,First
"August 29, 2021",26374,116757,619307,332961,649009,Croatia,First
"September 05, 2021",26385,117440,623288,337106,693135,Croatia,First
"September 12, 2021",26408,117695,626757,340711,739245,Croatia,First
"September 19, 2021",26422,118025,631219,344793,791164,Croatia,First
"September 26, 2021",26429,118449,636421,349060,817514,Croatia,First
"October 03, 2021",26435,118629,639052,351204,826456,Croatia,First
"October 10, 2021",26439,118684,639710,351709,827777,Croatia,First
"October 17, 2021",26440,118723,640209,352038,828668,Croatia,First
"October 24, 2021",26446,118967,644346,354859,834436,Croatia,First
"October 31, 2021",26456,119332,650529,359202,841853,Croatia,First
"November 07, 2021",26463,119725,657292,363374,849505,Croatia,First
"November 14, 2021",26463,119867,659993,365051,855681,Croatia,First
"November 21, 2021",26463,119879,660358,365309,857144,Croatia,First
"November 28, 2021",26463,119879,660358,365309,857144,Croatia,First
"December 05, 2021",26463,119879,660358,365309,857144,Croatia,First
"December 06, 2020",1686,1150,2800,452,378,Cyprus,First
"December 13, 2020",2759,2316,5708,891,716,Cyprus,First
"December 20, 2020",3296,3092,7558,1136,932,Cyprus,First
"December 27, 2020",3770,3525,8831,1354,1152,Cyprus,First
"January 03, 2021",4173,3822,9922,1525,1334,Cyprus,First
"January 10, 2021",4580,4131,10859,1690,1505,Cyprus,First
"January 17, 2021",4995,4511,12076,1917,1733,Cyprus,First
"January 24, 2021",5208,4843,13089,2087,1919,Cyprus,First
"January 31, 2021",5538,5264,14366,2337,2144,Cyprus,First
"February 07, 2021",5877,5479,15006,2489,2294,Cyprus,First
"February 14, 2021",6421,5928,16450,2793,2626,Cyprus,First
"February 21, 2021",7353,6753,18477,3226,3129,Cyprus,First
"February 28, 2021",9215,7755,21769,3939,3814,Cyprus,First
"March 07, 2021",10612,8674,24626,4493,4415,Cyprus,First
"March 14, 2021",12384,9789,27389,5043,4928,Cyprus,First
"March 21, 2021",14352,11027,30643,5662,5570,Cyprus,First
"March 28, 2021",16472,12599,34274,6365,6231,Cyprus,First
"April 04, 2021",18378,15369,41197,7392,7293,Cyprus,First
"April 11, 2021",18976,18594,48901,8514,8493,Cyprus,First
"April 18, 2021",19764,21947,58140,10238,10086,Cyprus,First
"April 25, 2021",21166,25726,69000,12588,11984,Cyprus,First
"May 02, 2021",22525,27705,74887,13742,12884,Cyprus,First
"May 09, 2021",23544,29351,80268,14896,14161,Cyprus,First
"May 16, 2021",23566,30569,84821,15906,15241,Cyprus,First
"May 23, 2021",23630,34522,94256,19464,19406,Cyprus,First
"May 30, 2021",23632,35671,112712,20098,22141,Cyprus,First
"June 06, 2021",23633,38208,122866,20882,24914,Cyprus,First
"June 13, 2021",23635,45326,129133,26465,28471,Cyprus,First
"June 20, 2021",23635,51356,143473,32158,32559,Cyprus,First
"June 27, 2021",23638,51780,183592,36806,37850,Cyprus,First
"July 04, 2021",23640,51875,213062,45889,46818,Cyprus,First
"July 11, 2021",23644,51960,242551,55395,49796,Cyprus,First
"July 18, 2021",23645,52021,246409,72504,57509,Cyprus,First
"July 25, 2021",23647,52066,247013,82916,65990,Cyprus,First
"August 01, 2021",23659,52188,248579,84461,81124,Cyprus,First
"August 08, 2021",23668,52306,250171,85970,85964,Cyprus,First
"August 15, 2021",23671,52323,250510,86132,97670,Cyprus,First
"August 22, 2021",23671,52336,250620,86204,100986,Cyprus,First
"August 29, 2021",23671,52433,251140,86449,120656,Cyprus,First
"September 05, 2021",23671,52480,251783,86700,134536,Cyprus,First
"September 12, 2021",23671,52561,252204,86878,150141,Cyprus,First
"September 19, 2021",23671,52710,252989,87215,158601,Cyprus,First
"September 26, 2021",23671,52730,253517,87515,164397,Cyprus,First
"October 03, 2021",23671,52746,253749,87638,167464,Cyprus,First
"October 10, 2021",23671,52759,253901,87720,171650,Cyprus,First
"October 17, 2021",23671,52792,254225,87906,175994,Cyprus,First
"October 24, 2021",23671,52807,254901,88243,179389,Cyprus,First
"October 31, 2021",23671,52840,255992,88743,180840,Cyprus,First
"November 07, 2021",23671,52865,256787,89142,182262,Cyprus,First
"November 14, 2021",23671,52870,256853,89159,182543,Cyprus,First
"November 21, 2021",23671,52870,256853,89159,182543,Cyprus,First
"November 28, 2021",23671,52870,256853,89159,182543,Cyprus,First
"December 06, 2020",3684,2100,9004,2120,3782,Czech Republic,First
"December 13, 2020",13233,8250,34058,7880,12457,Czech Republic,First
"December 20, 2020",27329,19793,74999,16416,23047,Czech Republic,First
"December 27, 2020",39849,29851,107860,23153,31082,Czech Republic,First
"January 03, 2021",51028,38404,137689,29661,39241,Czech Republic,First
"January 10, 2021",61359,47858,171665,37538,47570,Czech Republic,First
"January 17, 2021",68514,53513,192263,42285,51948,Czech Republic,First
"January 24, 2021",73498,56538,204225,45039,55072,Czech Republic,First
"January 31, 2021",76815,58322,210830,46544,56963,Czech Republic,First
"February 07, 2021",79690,60009,217184,47973,58976,Czech Republic,First
"February 14, 2021",82604,61675,222941,49257,60714,Czech Republic,First
"February 21, 2021",86338,64093,230509,51043,63419,Czech Republic,First
"February 28, 2021",91257,67130,239428,53147,66462,Czech Republic,First
"March 07, 2021",97407,70634,249462,55553,69577,Czech Republic,First
"March 14, 2021",107516,75143,261767,58223,72730,Czech Republic,First
"March 21, 2021",120031,80965,276970,61639,76474,Czech Republic,First
"March 28, 2021",131883,87094,293410,65405,80304,Czech Republic,First
"April 04, 2021",148413,94180,312094,69423,84788,Czech Republic,First
"April 11, 2021",172254,105502,341801,75600,91473,Czech Republic,First
"April 18, 2021",204601,121759,383405,84405,100863,Czech Republic,First
"April 25, 2021",234293,138721,428887,94582,111383,Czech Republic,First
"May 02, 2021",263516,162227,492324,107391,125077,Czech Republic,First
"May 09, 2021",281010,183225,541941,116583,134825,Czech Republic,First
"May 16, 2021",296780,219515,609732,127413,146953,Czech Republic,First
"May 23, 2021",309052,267358,704038,139461,159746,Czech Republic,First
"May 30, 2021",318310,319138,849786,155475,176772,Czech Republic,First
"June 06, 2021",325579,355679,1083731,182723,204250,Czech Republic,First
"June 13, 2021",327058,365043,1347015,219839,240052,Czech Republic,First
"June 20, 2021",327421,369153,1576449,272531,285374,Czech Republic,First
"June 27, 2021",327794,373068,1811538,375598,357270,Czech Republic,First
"July 04, 2021",328094,377195,1921678,579853,480365,Czech Republic,First
"July 11, 2021",328393,380881,1969997,734111,683234,Czech Republic,First
"July 18, 2021",328606,383812,2003576,770215,927584,Czech Republic,First
"July 25, 2021",328847,387249,2046910,796898,1124817,Czech Republic,First
"August 01, 2021",328959,389879,2084587,820263,1296433,Czech Republic,First
"August 08, 2021",329008,391552,2106594,833607,1404739,Czech Republic,First
"August 15, 2021",329036,392915,2123172,843690,1482234,Czech Republic,First
"August 22, 2021",329100,394806,2144827,856275,1589157,Czech Republic,First
"August 29, 2021",329156,397310,2172245,875173,1739994,Czech Republic,First
"September 05, 2021",329219,399842,2203523,896717,1904728,Czech Republic,First
"September 12, 2021",329234,401496,2232165,918535,2016041,Czech Republic,First
"September 19, 2021",329297,402633,2245878,925585,2070494,Czech Republic,First
"September 26, 2021",329318,403326,2253991,929825,2109533,Czech Republic,First
"October 03, 2021",329328,403775,2259242,932708,2131381,Czech Republic,First
"October 10, 2021",329332,404080,2262830,934633,2150154,Czech Republic,First
"October 17, 2021",329351,404727,2269572,938518,2182817,Czech Republic,First
"October 24, 2021",329367,405689,2284617,947476,2232691,Czech Republic,First
"October 31, 2021",329393,407597,2313124,961592,2260220,Czech Republic,First
"November 07, 2021",329400,408511,2331183,969779,2268844,Czech Republic,First
"November 14, 2021",329402,408892,2338138,972456,2271859,Czech Republic,First
"November 21, 2021",329402,408943,2338818,972713,2272139,Czech Republic,First
"November 28, 2021",329402,408943,2338818,972713,2272139,Czech Republic,First
"December 05, 2021",329402,408943,2338818,972713,2272139,Czech Republic,First
"December 06, 2020",19768,3108,8972,987,657,Denmark,First
"December 13, 2020",24557,5757,17896,1963,1357,Denmark,First
"December 20, 2020",31227,9307,30500,3408,2185,Denmark,First
"December 27, 2020",38002,12419,43564,4830,3093,Denmark,First
"January 03, 2021",42091,13669,49231,5391,3521,Denmark,First
"January 10, 2021",44973,14661,53766,5892,3859,Denmark,First
"January 17, 2021",47190,15314,56860,6216,4088,Denmark,First
"January 24, 2021",48901,16031,59886,6573,4296,Denmark,First
"January 31, 2021",51062,16801,62876,6898,4539,Denmark,First
"February 07, 2021",53347,17601,66304,7270,4885,Denmark,First
"February 14, 2021",56140,18558,70584,7761,5306,Denmark,First
"February 21, 2021",59739,19821,75822,8337,5819,Denmark,First
"February 28, 2021",64776,21484,82608,9044,6366,Denmark,First
"March 07, 2021",71754,23863,92325,9873,7006,Denmark,First
"March 14, 2021",82962,27069,106996,11157,7943,Denmark,First
"March 21, 2021",96883,31262,126776,12596,8795,Denmark,First
"March 28, 2021",115855,35291,148679,13959,9589,Denmark,First
"April 04, 2021",151538,40362,184748,15589,10491,Denmark,First
"April 11, 2021",189692,47744,256039,17695,11714,Denmark,First
"April 18, 2021",233000,60749,378004,20612,13260,Denmark,First
"April 25, 2021",248053,80271,579941,23691,14942,Denmark,First
"May 02, 2021",260916,119337,774718,28801,17438,Denmark,First
"May 09, 2021",276122,163464,878608,34403,19492,Denmark,First
"May 16, 2021",286655,237717,1008733,47269,22702,Denmark,First
"May 23, 2021",308911,324455,1157535,80143,27637,Denmark,First
"May 30, 2021",329866,384610,1274310,185483,36983,Denmark,First
"June 06, 2021",340066,398463,1323932,335557,62284,Denmark,First
"June 13, 2021",342253,400599,1334372,513578,125668,Denmark,First
"June 20, 2021",342369,401415,1338472,618792,221267,Denmark,First
"June 27, 2021",342440,401982,1341897,635107,354772,Denmark,First
"July 04, 2021",342494,402609,1345874,638665,485430,Denmark,First
"July 11, 2021",342531,403079,1349039,641088,623077,Denmark,First
"July 18, 2021",342580,403624,1352334,643465,765715,Denmark,First
"July 25, 2021",342623,404206,1355690,645963,949013,Denmark,First
"August 01, 2021",342665,404840,1359644,648872,1044521,Denmark,First
"August 08, 2021",342701,405571,1364620,653402,1118251,Denmark,First
"August 15, 2021",342738,406371,1369351,656850,1157650,Denmark,First
"August 22, 2021",342780,407372,1375273,661107,1192798,Denmark,First
"August 29, 2021",342832,410180,1391340,670363,1220633,Denmark,First
"September 05, 2021",342931,414873,1423334,689396,1272229,Denmark,First
"September 12, 2021",342984,418854,1452204,707650,1328694,Denmark,First
"September 19, 2021",342991,421091,1466444,716268,1380997,Denmark,First
"September 26, 2021",343018,422299,1475475,720906,1400758,Denmark,First
"October 03, 2021",343026,422544,1477169,721863,1406871,Denmark,First
"October 10, 2021",343028,422706,1478310,722618,1408477,Denmark,First
"October 17, 2021",343040,423058,1481098,724208,1416259,Denmark,First
"October 24, 2021",343048,424022,1495218,731683,1443458,Denmark,First
"October 31, 2021",343052,425492,1514056,743993,1474837,Denmark,First
"November 07, 2021",343052,425744,1516901,746050,1479864,Denmark,First
"November 14, 2021",343057,426440,1529262,752599,1492833,Denmark,First
"November 21, 2021",343057,426441,1529273,752601,1492838,Denmark,First
"November 28, 2021",343057,426441,1529276,752601,1492839,Denmark,First
"December 05, 2021",343057,426441,1529277,752601,1492839,Denmark,First
"December 06, 2020",196,128,373,85,256,Estonia,First
"December 13, 2020",744,403,1415,372,956,Estonia,First
"December 20, 2020",1344,726,2668,756,1862,Estonia,First
"December 27, 2020",2130,1105,4371,1261,3053,Estonia,First
"January 03, 2021",3124,1586,6410,1933,4746,Estonia,First
"January 10, 2021",4616,2272,9756,3146,7226,Estonia,First
"January 17, 2021",5971,3091,13658,4410,9715,Estonia,First
"January 24, 2021",6597,3680,16579,5238,11284,Estonia,First
"January 31, 2021",7039,4016,18130,5776,12274,Estonia,First
"February 07, 2021",7497,4364,19428,6158,13089,Estonia,First
"February 14, 2021",8026,4753,20839,6553,13899,Estonia,First
"February 21, 2021",8697,5290,22727,7164,14917,Estonia,First
"February 28, 2021",9328,6099,25331,7940,16148,Estonia,First
"March 07, 2021",9865,7140,28479,8853,17549,Estonia,First
"March 14, 2021",10802,8451,32598,9996,18798,Estonia,First
"March 21, 2021",13221,10705,39555,11776,20929,Estonia,First
"March 28, 2021",15488,12696,46506,13778,23115,Estonia,First
"April 04, 2021",19184,15251,55641,16274,26139,Estonia,First
"April 11, 2021",24167,17887,65268,18813,28706,Estonia,First
"April 18, 2021",27987,19732,72217,20759,30778,Estonia,First
"April 25, 2021",31980,22268,79342,22708,32896,Estonia,First
"May 02, 2021",34700,23569,84380,24155,34261,Estonia,First
"May 09, 2021",37626,25020,90625,25832,35982,Estonia,First
"May 16, 2021",40183,26194,95166,26999,37226,Estonia,First
"May 23, 2021",41816,27162,98894,27701,37807,Estonia,First
"May 30, 2021",43291,29808,108617,29692,39657,Estonia,First
"June 06, 2021",44357,33325,121858,31811,41569,Estonia,First
"June 13, 2021",44357,37512,138058,33948,43576,Estonia,First
"June 20, 2021",44357,42421,155198,36058,45554,Estonia,First
"June 27, 2021",44357,43552,179277,39771,47964,Estonia,First
"July 04, 2021",44357,44562,191470,48501,53018,Estonia,First
"July 11, 2021",44357,45574,201619,61905,61691,Estonia,First
"July 18, 2021",44357,46393,209478,69686,73055,Estonia,First
"July 25, 2021",44357,46850,214502,74669,85962,Estonia,First
"August 01, 2021",44357,47172,218731,79098,105867,Estonia,First
"August 08, 2021",44357,47488,222627,83093,130217,Estonia,First
"August 15, 2021",44357,47920,227451,88233,152109,Estonia,First
"August 22, 2021",44357,48301,231318,91196,171721,Estonia,First
"August 29, 2021",44357,49204,237829,95516,188833,Estonia,First
"September 05, 2021",44357,49880,244755,100768,211997,Estonia,First
"September 12, 2021",44357,50799,251672,105785,222718,Estonia,First
"September 19, 2021",44357,51371,257564,109141,229216,Estonia,First
"September 26, 2021",44357,51658,261445,111966,238476,Estonia,First
"October 03, 2021",44357,51990,262640,112746,246443,Estonia,First
"October 10, 2021",44357,52213,264525,113915,250791,Estonia,First
"October 17, 2021",44357,52373,265876,114822,252969,Estonia,First
"October 24, 2021",44357,52502,267094,115746,256130,Estonia,First
"October 31, 2021",44357,52797,269366,117169,259272,Estonia,First
"November 07, 2021",44357,53210,273102,119166,261518,Estonia,First
"November 14, 2021",44357,53312,274238,119701,262076,Estonia,First
"November 21, 2021",44357,53320,274342,119751,262105,Estonia,First
"November 28, 2021",44357,53320,274342,119751,262105,Estonia,First
"December 05, 2021",44357,53320,274342,119751,262105,Estonia,First
"December 06, 2020",705,679,1835,272,300,Finland,First
"December 13, 2020",3924,3330,9720,1661,2009,Finland,First
"December 20, 2020",6779,5461,15883,2709,3625,Finland,First
"December 27, 2020",9541,7752,22317,3834,4972,Finland,First
"January 03, 2021",12284,9892,28268,4834,6287,Finland,First
"January 10, 2021",15485,12299,35163,6047,7834,Finland,First
"January 17, 2021",19628,15981,45053,7751,9806,Finland,First
"January 24, 2021",23647,20114,56170,9676,11866,Finland,First
"January 31, 2021",28794,23890,66531,11521,14097,Finland,First
"February 07, 2021",33376,26757,74351,12929,15741,Finland,First
"February 14, 2021",37664,29744,82213,14253,17292,Finland,First
"February 21, 2021",42175,33110,91549,15890,19138,Finland,First
"February 28, 2021",48521,37003,100839,17458,21001,Finland,First
"March 07, 2021",57330,41155,110751,19079,22812,Finland,First
"March 14, 2021",75423,45719,121513,20865,24618,Finland,First
